# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[01:23:24 -> 01:23:24] 我们允许
[01:23:24 -> 01:23:25] 我们认为
[01:23:25 -> 01:23:26] 开源闭源是共存的
[01:23:26 -> 01:23:27] 但是我们希望
[01:23:27 -> 01:23:28] 闭源它存在
[01:23:28 -> 01:23:29] 但不centralize
[01:23:29 -> 01:23:29] 理解
[01:23:29 -> 01:23:31] 但这个怎么实现呢
[01:23:31 -> 01:23:32] 所以我们希望提供
[01:23:33 -> 01:23:34] 创造最好的
[01:23:34 -> 01:23:36] 闭源模型的toolchain
[01:23:36 -> 01:23:37] 让所有人都拥有
[01:23:37 -> 01:23:38] 制造属于你自己的
[01:23:38 -> 01:23:39] AI的能力
[01:23:39 -> 01:23:40] 但是你制造出来的
[01:23:40 -> 01:23:41] AI属于你自己
[01:23:41 -> 01:23:43] 安波被个昨天呼吁
[01:23:43 -> 01:23:44] 就是大家都停止
[01:23:44 -> 01:23:44] AI的研究
[01:23:44 -> 01:23:46] 但是他又下了
[01:23:46 -> 01:23:46] 一个附加条件
[01:23:46 -> 01:23:47] 就是说我现在要
[01:23:47 -> 01:23:48] make sure大家都停止了
[01:23:48 -> 01:23:49] 我才停止
[01:23:49 -> 01:23:50] 就是你现在
[01:23:50 -> 01:23:51] comfortable就是
[01:23:51 -> 01:23:52] 这些最强大的模型
[01:23:52 -> 01:23:53] 都被握在
[01:23:53 -> 01:23:55] 这么几个的
[01:23:55 -> 01:23:56] 闭源模型的
[01:23:56 -> 01:23:57] player手中
[01:23:57 -> 01:23:57] 这件事情
[01:23:57 -> 01:23:58] 这件事情
[01:23:58 -> 01:23:59] 它能被打破吗
[01:23:59 -> 01:24:00] 你觉得
[01:24:00 -> 01:24:01] 我觉得这件事情
[01:24:01 -> 01:24:02] 很难发生
[01:24:02 -> 01:24:04] 它是违背人性的
[01:24:04 -> 01:24:04] 你是说
[01:24:04 -> 01:24:06] 就是所有人停下来
[01:24:06 -> 01:24:07] AI研究这种事情
[01:24:07 -> 01:24:07] 是
[01:24:07 -> 01:24:08] 因为你
[01:24:08 -> 01:24:09] 大家没有在
[01:24:09 -> 01:24:10] 你这样一个体系里面
[01:24:10 -> 01:24:11] 大家没有拿到
[01:24:11 -> 01:24:12] 同样的资源吗
[01:24:12 -> 01:24:13] 所有人都想要
[01:24:13 -> 01:24:14] 接收到最好的AI
[01:24:14 -> 01:24:15] 所以这个事情
[01:24:15 -> 01:24:16] 就很难发生
[01:24:16 -> 01:24:16] 我不觉得它不正确
[01:24:16 -> 01:24:17] 其实如果说
[01:24:17 -> 01:24:18] 现在有一个
[01:24:18 -> 01:24:19] 非常强力的上帝
[01:24:19 -> 01:24:20] 他下来安排
[01:24:20 -> 01:24:22] 每一个人做什么
[01:24:22 -> 01:24:23] 那事情是可以发生的
[01:24:23 -> 01:24:24] 我不认为那是一个
[01:24:24 -> 01:24:25] 非常差的世界结局
[01:24:25 -> 01:24:26] 就是大家都停了
[01:24:26 -> 01:24:27] 然后anthropic领先
[01:24:27 -> 01:24:28] 我不觉得这是一个
[01:24:28 -> 01:24:29] 极度差的世界结局
[01:24:29 -> 01:24:30] 但是世界不可能
[01:24:30 -> 01:24:30] 停在那个地方
[01:24:30 -> 01:24:31] 因为没有一个
[01:24:31 -> 01:24:32] 这样一个上帝下来
[01:24:32 -> 01:24:33] 可以把所有人
[01:24:33 -> 01:24:33] 安排的按部就班
[01:24:33 -> 01:24:34] 一定会有人
[01:24:34 -> 01:24:35] 要在里面起义
[01:24:35 -> 01:24:35] 所以我觉得
[01:24:35 -> 01:24:36] 它是不可能发生
[01:24:36 -> 01:24:37] 那这个事情
[01:24:37 -> 01:24:38] 会往哪里走呢
[01:24:38 -> 01:24:40] 终局可能
[01:24:40 -> 01:24:41] 不知道是不是一个
[01:24:41 -> 01:24:42] 会非常美好
[01:24:42 -> 01:24:43] 就像你说的
[01:24:43 -> 01:24:44] 一个非常decentralized
[01:24:44 -> 01:24:45] 每个人都能有
[01:24:45 -> 01:24:46] 自己的AI的
[01:24:46 -> 01:24:47] 这样的一个终局
[01:24:47 -> 01:24:48] 但是你觉得
[01:24:48 -> 01:24:48] what's next
[01:24:48 -> 01:24:50] 就看我往多远的
[01:24:50 -> 01:24:51] 未来去想
[01:24:51 -> 01:24:51] 如果我讲到
[01:24:51 -> 01:24:52] 很远的未来的话
[01:24:52 -> 01:24:54] 我觉得现有的AI
[01:24:54 -> 01:24:55] 还没有强到
[01:24:55 -> 01:24:56] 它会真的完全控制
[01:24:56 -> 01:24:58] 和威胁掉人
[01:24:58 -> 01:25:00] 所以在可见的
[01:25:00 -> 01:25:01] 目前我能够
[01:25:01 -> 01:25:02] guarantee看到的
[01:25:02 -> 01:25:03] 未来里面
[01:25:03 -> 01:25:04] 人类还是安全的
[01:25:04 -> 01:25:05] 我觉得
[01:25:05 -> 01:25:06] 那如果是这样一个
[01:25:06 -> 01:25:06] 前提下的话
[01:25:06 -> 01:25:08] 大家还是会互相追逐
[01:25:08 -> 01:25:09] 然后AI会变得
[01:25:09 -> 01:25:10] 越来越强
[01:25:10 -> 01:25:10] 但是它这个强
[01:25:10 -> 01:25:12] 是一个productively上
[01:25:12 -> 01:25:13] 去取代人类的
[01:25:13 -> 01:25:14] 一些功能性的强
[01:25:14 -> 01:25:15] 它不能完全地取代人
[01:25:15 -> 01:25:16] 它只是取代了
[01:25:16 -> 01:25:17] 人类的一些功能
[01:25:17 -> 01:25:17] 但这个变革
[01:25:17 -> 01:25:19] 肯定也是巨大的动荡
[01:25:19 -> 01:25:20] 它会对人类的
[01:25:20 -> 01:25:21] 社会结构
[01:25:21 -> 01:25:21] 权力结构
[01:25:21 -> 01:25:23] 产生巨大的动荡
[01:25:23 -> 01:25:26] 就是跟过往发生过的
[01:25:26 -> 01:25:26] 每次工业革命
[01:25:26 -> 01:25:27] 一样的一个
[01:25:27 -> 01:25:28] 一些席卷性的
[01:25:28 -> 01:25:29] 这种动荡
[01:25:29 -> 01:25:30] 可能比以往的
[01:25:30 -> 01:25:30] 工业革命
[01:25:30 -> 01:25:31] 更强的工业革命
[01:25:31 -> 01:25:33] 但是它是个
[01:25:33 -> 01:25:33] 你可以理解的范畴
[01:25:33 -> 01:25:34] 更远的未来
[01:25:34 -> 01:25:35] 就是如果说
[01:25:35 -> 01:25:37] AI它真的可以强到
[01:25:37 -> 01:25:39] 已经开始操控人类
[01:25:39 -> 01:25:40] 就是它真的已经
[01:25:40 -> 01:25:40] over人类
[01:25:40 -> 01:25:41] dominate人类了
[01:25:41 -> 01:25:42] 能够做人类
[01:25:42 -> 01:25:43] 做的任何事情
[01:25:43 -> 01:25:44] 如果那天真的能来的话
[01:25:44 -> 01:25:45] 我们是阻止不了的
[01:25:45 -> 01:25:45] 我觉得
[01:25:45 -> 01:25:46] 我觉得那天就会来
[01:25:46 -> 01:25:47] 或者说
[01:25:47 -> 01:25:48] 你想阻止它的方式
[01:25:48 -> 01:25:50] 不是通过
[01:25:50 -> 01:25:51] 呼吁所有的人类
[01:25:51 -> 01:25:51] 停止来阻止
[01:25:51 -> 01:25:52] 这个事情
[01:25:52 -> 01:25:53] 是不太可能发生的
[01:25:53 -> 01:25:53] 对
[01:25:53 -> 01:25:55] 你阻止它的方式
[01:25:55 -> 01:25:55] 一定是发明
[01:25:55 -> 01:25:57] 发现另一条路径
[01:25:57 -> 01:25:58] 使得你允许
[01:25:58 -> 01:25:59] AI继续前进
[01:25:59 -> 01:26:00] 而人类还不会输
[01:26:00 -> 01:26:01] 你在这中间
[01:26:01 -> 01:26:02] 想做什么事情吗
[01:26:02 -> 01:26:03] 我觉得我想
[01:26:03 -> 01:26:05] 我想要build的那个未来
[01:26:05 -> 01:26:06] 就是一个
[01:26:06 -> 01:26:08] 跟强力AI共存的未来
[01:26:08 -> 01:26:09] 我们现在说
[01:26:09 -> 01:26:11] 我们要把强力的AI
[01:26:11 -> 01:26:12] 最好的AI
[01:26:12 -> 01:26:13] 带给所有人
[01:26:13 -> 01:26:14] 就人类需要这个公平
[01:26:14 -> 01:26:16] 你不太可能通过
[01:26:16 -> 01:26:17] 一小部分人
[01:26:17 -> 01:26:19] 把好的AI握在手里
[01:26:19 -> 01:26:19] 其他的人都无能
[01:26:19 -> 01:26:20] 来维护
[01:26:20 -> 01:26:21] 表面上的合理
[01:26:21 -> 01:26:22] 这是不可能的
[01:26:22 -> 01:26:22] 如果说AI
[01:26:22 -> 01:26:23] 一定要往前走的话
[01:26:23 -> 01:26:24] 那所有人都往前走
[01:26:24 -> 01:26:26] 所有人都能够去
[01:26:26 -> 01:26:27] 不一定是所有人
[01:26:27 -> 01:26:28] 不是literally所有人
[01:26:28 -> 01:26:29] 但是我说
[01:26:29 -> 01:26:31] 大家都不是被这样棒的
[01:26:31 -> 01:26:31] 而是你
[01:26:31 -> 01:26:32] 如果你是个
[01:26:32 -> 01:26:33] 你有这个小idea潜力
[01:26:33 -> 01:26:34] 你知道往前走的时候
[01:26:34 -> 01:26:34] 你能够接受到
[01:26:34 -> 01:26:35] 最好的人类知识的话
[01:26:35 -> 01:26:37] 你需要在这样一个
[01:26:37 -> 01:26:38] 竞争环境中往前走
[01:26:38 -> 01:26:40] 它是一个健康的
[01:26:40 -> 01:26:42] 与AI共存和大战的状态
[01:26:42 -> 01:26:43] 你先要有这样一个假设
[01:26:43 -> 01:26:44] 然后整个人类
[01:26:44 -> 01:26:45] 他们才能是团结在一起
[01:26:45 -> 01:26:46] 去寻找这个solution
[01:26:46 -> 01:26:48] 所以这件事情是必然的
[01:26:48 -> 01:26:48] 我们不管
[01:26:48 -> 01:26:49] 如果那天发生
[01:26:49 -> 01:26:50] 真的到了有一天
[01:26:50 -> 01:26:51] 你需要让人类
[01:26:51 -> 01:26:53] 寻找一个新的solution的话
[01:26:53 -> 01:26:55] 这个它都是个前提
[01:26:55 -> 01:26:56] 你先要让所有的人类
[01:26:56 -> 01:26:58] 平等 共处 团结 一致
[01:26:58 -> 01:27:00] 然后你才能再寻找一个
[01:27:00 -> 01:27:01] 人类与AI共存的世界
[01:27:01 -> 01:27:02] LMS
[01:27:02 -> 01:27:03] 你在享受一下
[01:27:03 -> 01:27:03] 那段经历吗
[01:27:03 -> 01:27:05] LMS是我们想
[01:27:05 -> 01:27:05] 我跟联名最早
[01:27:05 -> 01:27:07] 一开始想成立一个机构
[01:27:07 -> 01:27:08] 这个机构可以让
[01:27:08 -> 01:27:10] 不同学校的人参与研究
[01:27:10 -> 01:27:12] LMS到今天
[01:27:12 -> 01:27:13] 虽然它是一个
[01:27:13 -> 01:27:13] non-profit的
[01:27:13 -> 01:27:14] 然后我们大家都在
[01:27:14 -> 01:27:15] 讨论power time的
[01:27:15 -> 01:27:15] 帮一些事情
[01:27:15 -> 01:27:16] 但是LMS其实是一个
[01:27:16 -> 01:27:17] 我们想要非常严肃
[01:27:17 -> 01:27:18] 做的事情
[01:27:18 -> 01:27:19] 如果说RedShark
[01:27:19 -> 01:27:20] 有一天
[01:27:20 -> 01:27:21] 我希望它永远走下去
[01:27:21 -> 01:27:21] 但如果有一天
[01:27:21 -> 01:27:22] 它不是走到底的话
[01:27:22 -> 01:27:23] LMS是那个
[01:27:23 -> 01:27:24] 我终身会做的事业
[01:27:24 -> 01:27:25] 但它跟RedShark
[01:27:25 -> 01:27:26] 也有些共同性
[01:27:26 -> 01:27:27] 就它们的
[01:27:27 -> 01:27:28] 都有个共同的value
[01:27:28 -> 01:27:29] 就是关于平等
[01:27:29 -> 01:27:30] 和关于平权
[01:27:30 -> 01:27:32] LMS的平权
[01:27:32 -> 01:27:32] 是来自于
[01:27:32 -> 01:27:34] 我们希望能够孵化
[01:27:34 -> 01:27:37] 优秀的人才做的项目
[01:27:37 -> 01:27:38] 即便他们
[01:27:38 -> 01:27:40] 没有充分的背景
[01:27:40 -> 01:27:41] 没有充分的后台
[01:27:41 -> 01:27:43] 没有充分的branding
[01:27:43 -> 01:27:44] 这个是来源于一些
[01:27:44 -> 01:27:46] 我自己个人经历
[01:27:46 -> 01:27:48] 我经历过低谷的时期
[01:27:48 -> 01:27:49] 很低谷的时期
[01:27:49 -> 01:27:49] 也经历过
[01:27:49 -> 01:27:50] 很高昂的时期
[01:27:50 -> 01:27:52] 我自己能感知到
[01:27:52 -> 01:27:53] 这里面的difference
[01:27:53 -> 01:27:54] 可能同样是我
[01:27:54 -> 01:27:55] 同样做了一件事情
[01:27:55 -> 01:27:57] 我在高昂的时期
[01:27:57 -> 01:27:57] 做的那件事情
[01:27:57 -> 01:27:58] 非常容易被大家关注到
[01:27:58 -> 01:27:59] 被大家记住
[01:27:59 -> 01:28:00] 甚至被大家
[01:28:00 -> 01:28:00] 夸大
[01:28:00 -> 01:28:01] 但是我在低谷时期
[01:28:01 -> 01:28:02] 做的事情
[01:28:02 -> 01:28:03] 有些也不错
[01:28:03 -> 01:28:04] 但是其实你就
[01:28:04 -> 01:28:06] 很难被大家所看见
[01:28:06 -> 01:28:07] 或者是被大家认可
[01:28:07 -> 01:28:08] 但我觉得这个difference
[01:28:08 -> 01:28:09] 是没有必要存在的
[01:28:09 -> 01:28:11] 而且它是破坏
[01:28:11 -> 01:28:13] 社会公平竞争结构的
[01:28:13 -> 01:28:14] LMS希望做的是
[01:28:14 -> 01:28:16] 磨平这个差异
[01:28:16 -> 01:28:18] 希望好的项目
[01:28:18 -> 01:28:21] 真的能够被托举出来
[01:28:21 -> 01:28:22] 并且我们希望
[01:28:22 -> 01:28:23] credits能够分到
[01:28:23 -> 01:28:24] 做事情的人身上
[01:28:24 -> 01:28:27] 让可能还没有积累
[01:28:27 -> 01:28:28] 没有establish的人
[01:28:28 -> 01:28:29] 对项目有更强的掌控权
[01:28:29 -> 01:28:31] 保护未establish的
[01:28:31 -> 01:28:32] 真实的开发者的掌控权
[01:28:32 -> 01:28:33] 对项目的掌控权
[01:28:33 -> 01:28:35] 我看你在开源社区的时候
[01:28:35 -> 01:28:37] 还做了一些蛮多
[01:28:37 -> 01:28:39] 其他的一些项目
[01:28:39 -> 01:28:40] 就比如说这个LM Arena
[01:28:40 -> 01:28:43] 这个东西其实在行业里面
[01:28:43 -> 01:28:44] 就是影响也是挺大的
[01:28:44 -> 01:28:46] 那段时间就是
[01:28:46 -> 01:28:48] 你其实主要还是一个主线
[01:28:48 -> 01:28:49] 就是说不同的项目
[01:28:49 -> 01:28:51] 它在不同的project
[01:28:51 -> 01:28:52] 这样来推进
[01:28:52 -> 01:28:53] 是吗
[01:28:53 -> 01:28:55] Arena是当时我们做LM
[01:28:55 -> 01:28:56] 有点时间的一个
[01:28:56 -> 01:28:58] 其中一个fund project
[01:28:58 -> 01:28:59] 我是觉得这个事情
[01:28:59 -> 01:28:59] 挺有意思的
[01:28:59 -> 01:29:00] 然后做了一下
[01:29:00 -> 01:29:01] 然后它意外地得到了
[01:29:01 -> 01:29:02] 挺多的关注
[01:29:03 -> 01:29:05] 可能大家当时就觉得
[01:29:05 -> 01:29:06] 就排行榜这个事情
[01:29:06 -> 01:29:07] 可能本身它
[01:29:07 -> 01:29:08] 具有一定的娱乐性
[01:29:08 -> 01:29:10] 但是我觉得这个Arena
[01:29:10 -> 01:29:12] 确实是我们开始做的
[01:29:12 -> 01:29:13] 但你真的说把它壮大
[01:29:13 -> 01:29:14] 然后做成公司
[01:29:14 -> 01:29:16] 那确实还是我们后来
[01:29:16 -> 01:29:16] 就是伟林
[01:29:16 -> 01:29:17] 我们把这个项目
[01:29:17 -> 01:29:18] 交给了伟林他们
[01:29:18 -> 01:29:19] 然后后面一些新的人
[01:29:19 -> 01:29:20] 也加进来
[01:29:20 -> 01:29:21] 是后面这个新的团队
[01:29:21 -> 01:29:22] 把他们真的做成
[01:29:22 -> 01:29:24] 商业级别规模的一个项目
[01:29:24 -> 01:29:25] 就是刚才你说
[01:29:25 -> 01:29:27] 每个人要公平
[01:29:27 -> 01:29:28] 要平权
[01:29:28 -> 01:29:29] 平权更多的是说
[01:29:29 -> 01:29:30] 相同的机会
[01:29:30 -> 01:29:31] 相同的机会
[01:29:31 -> 01:29:31] 对
[01:29:31 -> 01:29:33] 特别是对于Tag
[01:29:33 -> 01:29:34] 方面的一个
[01:29:34 -> 01:29:35] 怎么说
[01:29:35 -> 01:29:36] 程序员也好
[01:29:36 -> 01:29:38] 或者是researcher也好
[01:29:38 -> 01:29:40] 就是你对这件事情的在乎
[01:29:40 -> 01:29:42] 是因为什么样的契机
[01:29:42 -> 01:29:44] 或者是什么样的经历
[01:29:44 -> 01:29:46] 可以跟我们分享一下吗
[01:29:46 -> 01:29:48] 一部分是我觉得
[01:29:48 -> 01:29:49] 我好像天生就是这样
[01:29:49 -> 01:29:50] 就是我生下来
[01:29:50 -> 01:29:51] 就是在乎这个事情
[01:29:51 -> 01:29:51] 另一部分
[01:29:51 -> 01:29:54] 可能也是一种延伸
[01:29:54 -> 01:29:54] 就是我觉得我
[01:29:54 -> 01:29:56] 从小到大是
[01:29:56 -> 01:29:58] 我觉得我是经历了
[01:29:58 -> 01:29:59] 看见经历和
[01:29:59 -> 01:30:00] 看见了很多性别歧视
[01:30:00 -> 01:30:02] 我觉得虽然大家回避这个
[01:30:02 -> 01:30:03] 就没有那么
[01:30:03 -> 01:30:05] 这个话题有一定的
[01:30:05 -> 01:30:06] 可争一性
[01:30:06 -> 01:30:07] 就是你怎么鉴定
[01:30:07 -> 01:30:08] 是或者不是
[01:30:08 -> 01:30:10] 但我觉得我还是很明显地说
[01:30:10 -> 01:30:11] 这个事情它存在
[01:30:11 -> 01:30:12] 你无法回避它存在
[01:30:12 -> 01:30:14] 而且我非常切身地经历过
[01:30:14 -> 01:30:15] 无数这样子的例子
[01:30:15 -> 01:30:17] 它每一个例子
[01:30:17 -> 01:30:17] 你单拎出来
[01:30:17 -> 01:30:18] 它都非常小
[01:30:18 -> 01:30:19] 但是它是那种就是
[01:30:19 -> 01:30:21] 一件在你生命中
[01:30:21 -> 01:30:22] 无时不刻
[01:30:22 -> 01:30:23] 每天发生的
[01:30:23 -> 01:30:24] 平凡的小事
[01:30:24 -> 01:30:25] 所以它其实对
[01:30:25 -> 01:30:27] 那些被影响到的人
[01:30:27 -> 01:30:28] 造成的影响
[01:30:28 -> 01:30:30] 不是你听到一个例子的时候
[01:30:30 -> 01:30:30] 感受到的冲击
[01:30:30 -> 01:30:31] 而是
[01:30:31 -> 01:30:32] 把那一件小事的冲击
[01:30:32 -> 01:30:34] 乘上一笔
[01:30:34 -> 01:30:35] 那才是对那个人
[01:30:35 -> 01:30:36] 人生的真实的冲击
[01:30:36 -> 01:30:37] 然后你再把它
[01:30:37 -> 01:30:38] 扩大到整个群体
[01:30:38 -> 01:30:40] 它所造成的
[01:30:40 -> 01:30:41] 这个互动性的影响
[01:30:41 -> 01:30:42] 就是common sense的影响
[01:30:42 -> 01:30:43] 刻在所有人
[01:30:43 -> 01:30:44] 共同认知里面的影响
[01:30:44 -> 01:30:45] 是没有办法
[01:30:45 -> 01:30:46] 用一个例子
[01:30:46 -> 01:30:47] 去说清楚的
[01:30:47 -> 01:30:48] 我觉得这个是
[01:30:48 -> 01:30:49] 它造成了
[01:30:49 -> 01:30:50] 我为什么特别在乎
[01:30:50 -> 01:30:53] 平权和公平平等
[01:30:53 -> 01:30:54] 这些东西的
[01:30:54 -> 01:30:55] 一个性格特质的原因
[01:30:55 -> 01:30:56] 第三个
[01:30:56 -> 01:30:57] 就是我刚跟你讲的
[01:30:57 -> 01:30:58] 就是我自己经历过
[01:30:58 -> 01:30:58] 我知道
[01:30:58 -> 01:31:00] 我能感受到
[01:31:00 -> 01:31:01] 就有些
[01:31:01 -> 01:31:02] 包括我自己做的
[01:31:02 -> 01:31:03] 我发的那些paper
[01:31:03 -> 01:31:04] 有些paper
[01:31:04 -> 01:31:06] 其实我觉得也就一般
[01:31:06 -> 01:31:06] 但是那个paper
[01:31:06 -> 01:31:08] 可能就是因为是我发的
[01:31:08 -> 01:31:08] 或者是
[01:31:08 -> 01:31:09] 我一个斯坦福发的
[01:31:09 -> 01:31:10] 我克里发的
[01:31:10 -> 01:31:11] 然后大家就会觉得
[01:31:11 -> 01:31:12] 它是一个标准
[01:31:12 -> 01:31:13] 但其实同期
[01:31:13 -> 01:31:13] 可能有一些
[01:31:13 -> 01:31:14] 跟我做的paper
[01:31:14 -> 01:31:15] 差不多的paper
[01:31:15 -> 01:31:17] 我其实只是一个researcher
[01:31:17 -> 01:31:19] 我不是那个科学家
[01:31:19 -> 01:31:20] 但是因为
[01:31:20 -> 01:31:21] 因为这样一个身份
[01:31:21 -> 01:31:22] 让我这份paper被定义了
[01:31:22 -> 01:31:24] 但是我觉得这个事情
[01:31:24 -> 01:31:27] 它本不应该这样子
[01:31:27 -> 01:31:28] 就虽然我是获益者
[01:31:28 -> 01:31:29] 但是当我是获益者的时候
[01:31:29 -> 01:31:29] 我觉得我有
[01:31:29 -> 01:31:31] 我现在终于有力量
[01:31:31 -> 01:31:31] 可以
[01:31:31 -> 01:31:32] 因为我是获益者
[01:31:32 -> 01:31:33] 我终于有力量
[01:31:33 -> 01:31:34] 把这个事情
[01:31:34 -> 01:31:35] 往外推动一点
[01:31:35 -> 01:31:36] EMSIS想要
[01:31:36 -> 01:31:38] 以什么样的形式
[01:31:38 -> 01:31:39] 去把这个权利
[01:31:39 -> 01:31:41] 很公平地
[01:31:41 -> 01:31:42] 分给每个人呢
[01:31:42 -> 01:31:43] 很难
[01:31:43 -> 01:31:45] 就是首先我们都知道
[01:31:45 -> 01:31:46] 这是一个结构性问题
[01:31:46 -> 01:31:49] 它不是我能做的
[01:31:49 -> 01:31:50] 或者是这个
[01:31:50 -> 01:31:51] 一个机构能做的
[01:31:51 -> 01:31:52] 我觉得有一次
[01:31:52 -> 01:31:54] 我跟像Soyka聊天
[01:31:54 -> 01:31:55] 我忘记是具体
[01:31:55 -> 01:31:55] 聊了什么内容了
[01:31:55 -> 01:31:56] 但是我跟她说
[01:31:56 -> 01:31:57] 我想改变一些东西
[01:31:57 -> 01:31:58] 她聊到一个什么事情
[01:31:58 -> 01:31:59] 我说这个事情
[01:31:59 -> 01:31:59] 我想改变
[01:31:59 -> 01:32:00] 然后她说你改变不了
[01:32:00 -> 01:32:01] 或者是她问我说
[01:32:01 -> 01:32:02] 你觉得你能改变吗
[01:32:02 -> 01:32:03] 改变得了吗
[01:32:03 -> 01:32:04] 然后我就说
[01:32:04 -> 01:32:06] 我说我不能改变
[01:32:06 -> 01:32:07] 我确实没办法改变
[01:32:07 -> 01:32:09] 但是如果我能改变
[01:32:09 -> 01:32:10] 百分之一的话
[01:32:10 -> 01:32:10] 我愿意改变
[01:32:10 -> 01:32:11] 我愿意用我的一生
[01:32:11 -> 01:32:12] 去改变这百分之一
[01:32:12 -> 01:32:13] 一样的答案
[01:32:13 -> 01:32:14] 就是我觉得我改变不了
[01:32:14 -> 01:32:16] 这个挑战对于我来说
[01:32:16 -> 01:32:18] 在这个挑战面前
[01:32:18 -> 01:32:19] 我太渺小了
[01:32:19 -> 01:32:21] 但是我觉得
[01:32:21 -> 01:32:21] 我能改变一点点
[01:32:21 -> 01:32:22] 或者是改变
[01:32:22 -> 01:32:24] 我身边的一点点人
[01:32:24 -> 01:32:25] 然后这个一点点人
[01:32:25 -> 01:32:26] 他们会再把这个精神
[01:32:26 -> 01:32:28] 再传递到更多的人身上
[01:32:28 -> 01:32:29] 他就发生一点点变化
[01:32:29 -> 01:32:30] 那我觉得他值得
[01:32:30 -> 01:32:32] 我用一生去做
[01:32:32 -> 01:32:34] 但是这个里面
[01:32:34 -> 01:32:35] 有一个很微妙的地方
[01:32:35 -> 01:32:36] 就是你所说的手术
[01:32:36 -> 01:32:38] 当我们想要改变一件事情
[01:32:38 -> 01:32:39] 推广一个价值观
[01:32:39 -> 01:32:40] 或者人家改变
[01:32:40 -> 01:32:40] 身边的人的时候
[01:32:40 -> 01:32:43] 这个传递是非常容易出错的
[01:32:43 -> 01:32:43] 对
[01:32:43 -> 01:32:46] 是非常容易出错
[01:32:46 -> 01:32:46] 和被人利用
[01:32:46 -> 01:32:47] 其实真正最后
[01:32:47 -> 01:32:48] 你能够传递的是
[01:32:48 -> 01:32:50] 你是不是能够把
[01:32:50 -> 01:32:52] 就是你要pick
[01:32:52 -> 01:32:53] pick人非常重要
[01:32:53 -> 01:32:53] 有很多人
[01:32:53 -> 01:32:55] 他就不在这个里面
[01:32:55 -> 01:32:55] 他根本就不在
[01:32:55 -> 01:32:56] 这个体系里面
[01:32:56 -> 01:32:57] 所以你不是所有人
[01:32:57 -> 01:32:58] 都可以被压就可以
[01:32:58 -> 01:32:59] 所以你要找的那些人
[01:32:59 -> 01:33:01] 不是打个比方说
[01:33:01 -> 01:33:02] 我现在想帮助弱势群体
[01:33:02 -> 01:33:03] 但不是说
[01:33:03 -> 01:33:05] 我真的去帮助弱势群体
[01:33:05 -> 01:33:06] 这事情就能被解决
[01:33:06 -> 01:33:06] 解决不了
[01:33:06 -> 01:33:08] 你要解决的是
[01:33:08 -> 01:33:09] 你要找到那些
[01:33:09 -> 01:33:10] 跟你一样
[01:33:10 -> 01:33:11] 想去找到
[01:33:11 -> 01:33:12] 想帮助弱势群体的人的人
[01:33:12 -> 01:33:14] 你只能去找到
[01:33:14 -> 01:33:14] 那个能把这个东西
[01:33:14 -> 01:33:15] 散布出去的人
[01:33:15 -> 01:33:17] 而不是直接去做到
[01:33:17 -> 01:33:17] 就比方说
[01:33:17 -> 01:33:18] 哪怕你培养
[01:33:18 -> 01:33:19] 更多的学生成为老师
[01:33:19 -> 01:33:20] 都是不够的
[01:33:20 -> 01:33:21] 你要培养的是
[01:33:21 -> 01:33:23] 想要去培养
[01:33:23 -> 01:33:25] 把学生培养成老师的老师
[01:33:25 -> 01:33:27] 你就要把那个
[01:33:27 -> 01:33:28] recursive的链条建起来
[01:33:28 -> 01:33:28] 才有用
[01:33:28 -> 01:33:29] 对
[01:33:29 -> 01:33:30] 然后这个事情
[01:33:30 -> 01:33:32] 它会非常的慢
[01:33:32 -> 01:33:34] 它会非常非常的慢
[01:33:34 -> 01:33:34] 所以我觉得
[01:33:34 -> 01:33:35] 我做不了多少事情
[01:33:35 -> 01:33:35] 但是
[01:33:35 -> 01:33:36] 但是它的好处是
[01:33:36 -> 01:33:37] 你如果能做到一点
[01:33:37 -> 01:33:38] 它就做到了
[01:33:38 -> 01:33:40] 它不是个会回退的变
[01:33:40 -> 01:33:41] 它不是个会回退的改变
[01:33:41 -> 01:33:43] 它是一个gradual的
[01:33:43 -> 01:33:44] 就是你往前推了
[01:33:44 -> 01:33:45] 它就是往前推了
[01:33:45 -> 01:33:45] 对
[01:33:45 -> 01:33:46] 它至少是solid的
[01:33:46 -> 01:33:47] 一个improvement
[01:33:47 -> 01:33:48] 我觉得solid improvement
[01:33:48 -> 01:33:49] 只要它是solid的话就可以
[01:33:49 -> 01:33:50] 如果它不solid
[01:33:50 -> 01:33:50] 但看上去很
[01:33:50 -> 01:33:52] 但是看上去是个big jump
[01:33:52 -> 01:33:52] 但它不solid
