# 《一红16年，干啥啥赚钱？｜屠龙博士创业的秘密！》— 原始转录

> **节目**：课代表立正（B站 UP 主，UID 491306902）对谈 **屠龙博士**
> **来源**：B站 · BV1krM46BEpn · 发布 2026-07-07
> **时长**：1h35m18s（5718 秒）
> **下载**：opencli bilibili download（浏览器登录态；yt-dlp 被 B站 412 反爬拦截）
> **转录**：whisper.cpp / ggml-large-v3 / Metal 加速 / 4,502 段 / 32,090 汉字 / 语速 337 字/min
> **校验源**：B站官方字幕（2,860 条，opencli bilibili subtitle 拉取）——替代小宇宙 shownotes 的修正源角色

---

[00:00:00 --> 00:00:01]  有一个网红偷我们的用户讯息
[01:17:08 --> 01:17:09]  然后他经常把这个
[01:17:09 --> 01:17:10]  当八卦网站看
[01:17:10 --> 01:17:11]  但是他看不见谁是谁
[01:17:11 --> 01:17:12]  他看不见照片和名字
[01:17:12 --> 01:17:13]  他能看见
[01:17:13 --> 01:17:14]  这个男的给那女的
[01:17:14 --> 01:17:15]  发了什么信息
[01:17:15 --> 01:17:16]  那个女的给那男的
[01:17:16 --> 01:17:17]  发了什么信息
[01:17:17 --> 01:17:18]  所以不要对相亲网站
[01:17:18 --> 01:17:19]  发太那什么了
[01:17:19 --> 01:17:20]  但是他看不清楚谁是谁
[01:17:20 --> 01:17:21]  他只知道
[01:17:21 --> 01:17:22]  这大约是一男的
[01:17:22 --> 01:17:23]  那大约是一女的
[01:17:23 --> 01:17:24]  他们之间的互动
[01:17:24 --> 01:17:25]  所以你有些社会学的人
[01:17:25 --> 01:17:26]  或者心理学的人
[01:17:26 --> 01:17:27]  在那做研究
[01:17:27 --> 01:17:28]  这个人他就是做
[01:17:28 --> 01:17:30]  这个OKcube研究
[01:17:30 --> 01:17:31]  然后呢
[01:17:31 --> 01:17:32]  我想给大家讲一个原理
[01:17:32 --> 01:17:33]  这个OKcube
[01:17:33 --> 01:17:35]  就是什么样的女的
[01:17:35 --> 01:17:36]  很快就能找到
[01:17:36 --> 01:17:38]  条件特别好的男的
[01:17:38 --> 01:17:39]  我让你猜猜
[01:17:39 --> 01:17:40]  你可能猜不出来
[01:17:40 --> 01:17:41]  什么样的女生
[01:17:41 --> 01:17:42]  能很快就找到
[01:17:42 --> 01:17:43]  条件特别好的男的
[01:17:43 --> 01:17:44]  这里为什么是用女的
[01:17:44 --> 01:17:45]  来拿
[01:17:45 --> 01:17:46]  因为男的是pursuer
[01:17:46 --> 01:17:47]  对吧
[01:17:47 --> 01:17:48]  女生一般是被pursue
[01:17:48 --> 01:17:49]  对吧
[01:17:49 --> 01:17:50]  然后呢
[01:17:50 --> 01:17:51]  女生就有点像品牌
[01:17:51 --> 01:17:52]  男生就有点像消费者
[01:17:52 --> 01:17:53]  就在这个context情况下
[01:17:53 --> 01:17:54]  但是我不说女生被消费
[01:17:54 --> 01:17:55]  不是这意思
[01:17:55 --> 01:17:56]  大家不要那什么
[01:17:56 --> 01:17:57]  就说什么样的女的
[01:17:57 --> 01:17:58]  能很快找到
[01:17:58 --> 01:17:59]  条件特好的男的
[01:17:59 --> 01:18:00]  你看不见他的容貌
[01:18:00 --> 01:18:01]  你看不见这个人的容貌
[01:18:01 --> 01:18:02]  因为所有这些东西
[01:18:02 --> 01:18:03]  隐私
[01:18:03 --> 01:18:04]  你也看不见他的名字
[01:18:04 --> 01:18:05]  大好得体
[01:18:05 --> 01:18:06]  我就在想
[01:18:06 --> 01:18:07]  我老婆是什么样子
[01:18:07 --> 01:18:08]  对
[01:18:08 --> 01:18:09]  真诚吧
[01:18:09 --> 01:18:10]  然后
[01:18:10 --> 01:18:11]  我不是说结婚
[01:18:11 --> 01:18:12]  我是说很快的
[01:18:12 --> 01:18:13]  有约会对象
[01:18:13 --> 01:18:14]  而且约会对象
[01:18:14 --> 01:18:15]  男的都收入很高
[01:18:15 --> 01:18:16]  回信息快
[01:18:16 --> 01:18:17]  不知道
[01:18:17 --> 01:18:18]  来试试什么
[01:18:18 --> 01:18:19]  我告诉你
[01:18:19 --> 01:18:20]  通过大数据来看
[01:18:20 --> 01:18:21]  在男生群体里
[01:18:21 --> 01:18:23]  评价极端的女的
[01:18:23 --> 01:18:25]  会很快有很多大量的
[01:18:25 --> 01:18:27]  收入高的男的追求
[01:18:27 --> 01:18:28]  什么叫评价极端
[01:18:28 --> 01:18:30]  就是没有中间评价
[01:18:30 --> 01:18:32]  就是你让男的去rate
[01:18:32 --> 01:18:33]  这女生好还是不好
[01:18:33 --> 01:18:34]  漂亮还是不漂亮
[01:18:34 --> 01:18:36]  有love or hate
[01:18:36 --> 01:18:39]  有一大部分男生说十分
[01:18:39 --> 01:18:41]  有一大部分说一到两分
[01:18:41 --> 01:18:43]  这种很快就会找到
[01:18:43 --> 01:18:44]  约会对象
[01:18:44 --> 01:18:45]  很快
[01:18:45 --> 01:18:46]  而且对方的这个
[01:18:46 --> 01:18:47]  收入什么的很高
[01:18:47 --> 01:18:49]  大家都会讨论这个女生
[01:18:49 --> 01:18:50]  然后如果这个女生
[01:18:50 --> 01:18:52]  她的评价居中
[01:18:52 --> 01:18:53]  特别居中
[01:18:53 --> 01:18:55]  男生都认为她六到七分
[01:18:55 --> 01:18:56]  不好不坏
[01:18:56 --> 01:18:57]  需要问一下
[01:18:57 --> 01:18:58]  第一个就是
[01:18:58 --> 01:18:59]  不能都是差评是吧
[01:18:59 --> 01:19:01]  就是得好评差评都有才行
[01:19:01 --> 01:19:02]  不是
[01:19:02 --> 01:19:03]  差评占一小部分
[01:19:03 --> 01:19:04]  好评占一大部分
[01:19:04 --> 01:19:06]  但是中间的standard deviation
[01:19:06 --> 01:19:07]  非常大
[01:19:07 --> 01:19:08]  他给差评的
[01:19:08 --> 01:19:09]  他不会给三分五分
[01:19:09 --> 01:19:10]  他给一分两分
[01:19:10 --> 01:19:12]  好评是十分九分十分
[01:19:12 --> 01:19:13]  明白
[01:19:13 --> 01:19:15]  这种是非常抢手的
[01:19:15 --> 01:19:17]  女生看男生也是一样
[01:19:17 --> 01:19:19]  你知道那粉圈都是粉黑很厉害
[01:19:19 --> 01:19:20]  比如说男明星啊
[01:19:20 --> 01:19:21]  你说说有一部分人觉得
[01:19:21 --> 01:19:23]  这男明星十分太帅了
[01:19:23 --> 01:19:24]  我另一部分人觉得
[01:19:24 --> 01:19:25]  他是个混子
[01:19:25 --> 01:19:26]  然后两边打架
[01:19:26 --> 01:19:28]  这种就肯定能红
[01:19:28 --> 01:19:29]  如果一个男明星
[01:19:29 --> 01:19:30]  大家都觉得啊
[01:19:30 --> 01:19:31]  挺帅挺有才的
[01:19:31 --> 01:19:33]  但是没有争议
[01:19:33 --> 01:19:34]  这种绝对红不了
[01:19:34 --> 01:19:35]  是
[01:19:35 --> 01:19:36]  好
[01:19:36 --> 01:19:37]  明白
[01:19:37 --> 01:19:39]  所以也就是你的产品
[01:19:39 --> 01:19:41]  你别影响美誉度
[01:19:41 --> 01:19:43]  你别大多数人都觉得你不行啊
[01:19:43 --> 01:19:45]  你有百分之七十到八十人
[01:19:45 --> 01:19:46]  觉得你这特性
[01:19:46 --> 01:19:47]  美誉度特别高
[01:19:47 --> 01:19:48]  九分十分
[01:19:48 --> 01:19:50]  有百分之十到二十的人啊
[01:19:50 --> 01:19:51]  三十是警戒线
[01:19:51 --> 01:19:53]  就百分之三十以下的人
[01:19:53 --> 01:19:54]  整天给你差评
[01:19:54 --> 01:19:55]  整天说你这人不行
[01:19:55 --> 01:19:56]  我告诉你
[01:19:56 --> 01:19:58]  你这个产品就会自传播
[01:19:58 --> 01:19:59]  因为这黑子天天出去说你
[01:19:59 --> 01:20:00]  别人就想说
[01:20:00 --> 01:20:01]  那我试你一下
[01:20:01 --> 01:20:03]  他就免费帮你过客
[01:20:03 --> 01:20:05]  然后因为你知道你的产品挺好
[01:20:05 --> 01:20:06]  他试那么一下
[01:20:06 --> 01:20:07]  就会跨花
[01:20:07 --> 01:20:08]  就会上瘾
[01:20:08 --> 01:20:09]  大多数人都会上瘾
[01:20:09 --> 01:20:10]  所以
[01:20:10 --> 01:20:12]  这就是我从DataSlim里头得到的
[01:20:12 --> 01:20:13]  不要怕黑子
[01:20:13 --> 01:20:14]  就怕没黑子
[01:20:14 --> 01:20:16]  就怕大家都觉得你还行
[01:20:16 --> 01:20:17]  不好不坏
[01:20:17 --> 01:20:18]  他不极端
[01:20:18 --> 01:20:19]  也不极讨论度
[01:20:19 --> 01:20:20]  确实不极端
[01:20:20 --> 01:20:21]  我确实
[01:20:21 --> 01:20:23]  我故意避开了很多我的争议话题
[01:20:23 --> 01:20:24]  就我所有争议话题
[01:20:24 --> 01:20:25]  我都在社群里发
[01:20:25 --> 01:20:27]  我在我频道上不发的
[01:20:28 --> 01:20:29]  我就特别怕别人说
[01:20:29 --> 01:20:31]  我占卖焦虑啊什么的
[01:20:31 --> 01:20:32]  还是要
[01:20:32 --> 01:20:33]  还是要
[01:20:34 --> 01:20:36]  这个我们说到这儿啊
[01:20:36 --> 01:20:37]  就像我有的时候
[01:20:37 --> 01:20:38]  我在网上评论
[01:20:38 --> 01:20:39]  有非常喜欢我的
[01:20:39 --> 01:20:40]  也有非常讨厌的
[01:20:40 --> 01:20:41]  但是我觉得
[01:20:41 --> 01:20:43]  留一些非常讨厌的人
[01:20:43 --> 01:20:44]  不要澄清自己
[01:20:44 --> 01:20:46]  这是一个非常好的事情
[01:20:46 --> 01:20:47]  谢谢他们
[01:20:47 --> 01:20:48]  我之前有一个T-shirt
[01:20:48 --> 01:20:50]  是一出二字
[01:20:50 --> 01:20:51]  I need new haters
[01:20:51 --> 01:20:53]  because old haters are starting to laugh me
[01:20:53 --> 01:20:54]  就是这个
[01:20:54 --> 01:20:55]  我觉得
[01:20:55 --> 01:20:56]  Haters
[01:20:56 --> 01:20:57]  有一些是对你有很大的
[01:20:57 --> 01:20:59]  传播上的帮助的
[01:20:59 --> 01:21:01]  这是有无数社会学实验
[01:21:01 --> 01:21:02]  证实的
[01:21:02 --> 01:21:03]  这次我还想
[01:21:03 --> 01:21:04]  聊了一个话题
[01:21:04 --> 01:21:05]  就是上次
[01:21:05 --> 01:21:06]  你说的
[01:21:06 --> 01:21:08]  第一次没有投你的投资人
[01:21:08 --> 01:21:09]  然后你逢年过节
[01:21:09 --> 01:21:10]  就给他们发了一些
[01:21:10 --> 01:21:11]  限送礼物
[01:21:11 --> 01:21:12]  我一开始是想
[01:21:12 --> 01:21:13]  啊
[01:21:13 --> 01:21:14]  怎么那么
[01:21:14 --> 01:21:15]  呲牙必报
[01:21:15 --> 01:21:16]  但是后来你说
[01:21:16 --> 01:21:17]  其实这是一个CLM
[01:21:17 --> 01:21:18]  是提醒他们
[01:21:18 --> 01:21:19]  他们错过了投你
[01:21:19 --> 01:21:21]  所以在你下次做生意的时候呢
[01:21:21 --> 01:21:22]  他们会
[01:21:22 --> 01:21:24]  其实也是就是调高这个消费者心理预期的
[01:21:24 --> 01:21:25]  这样的一个感觉
[01:21:25 --> 01:21:26]  对
[01:21:26 --> 01:21:27]  我跟你讲
[01:21:27 --> 01:21:28]  这个事是没有办法的
[01:21:28 --> 01:21:29]  我说实话
[01:21:29 --> 01:21:31]  我并不是搞女权
[01:21:31 --> 01:21:32]  我说实话
[01:21:32 --> 01:21:33]  就国内的大的VC
[01:21:33 --> 01:21:36]  投女性创始人是一把手的
[01:21:36 --> 01:21:37]  公司是很少的
[01:21:37 --> 01:21:38]  就是你去看
[01:21:38 --> 01:21:39]  他们投资的
[01:21:39 --> 01:21:40]  对
[01:21:40 --> 01:21:42]  你去看他们投资的portfolio
[01:21:42 --> 01:21:44]  他有很多是女性是二把手
[01:21:44 --> 01:21:46]  然后女性是一把手投的
[01:21:46 --> 01:21:47]  公司是很少的
[01:21:47 --> 01:21:49]  我承认投资有很多mindset
[01:21:49 --> 01:21:51]  这个mindset就觉得女生不扛压
[01:21:51 --> 01:21:53]  女性大脑确实比男性大脑灵敏
[01:21:53 --> 01:21:54]  但是女生呢
[01:21:54 --> 01:21:56]  他的扛压是另一种压
[01:21:56 --> 01:21:57]  他有韧性
[01:21:57 --> 01:21:59]  但有些人他可能觉得女生不扛压
[01:21:59 --> 01:22:00]  还有人觉得有很多女生
[01:22:00 --> 01:22:02]  他特别喜欢work life balance
[01:22:02 --> 01:22:05]  我特别讨厌那些整天出去采访女生
[01:22:05 --> 01:22:06]  那些人
[01:22:06 --> 01:22:08]  我觉得他就是毁女性创业者名誉
[01:22:08 --> 01:22:08]  你知道吗
[01:22:08 --> 01:22:09]  就天天出去说
[01:22:09 --> 01:22:10]  哎呀
[01:22:10 --> 01:22:11]  你怎么balance你的家庭
[01:22:11 --> 01:22:12]  你的工作
[01:22:12 --> 01:22:13]  然后一堆恰姐们在那里
[01:22:13 --> 01:22:14]  我怎么balance
[01:22:14 --> 01:22:15]  我听了以后
[01:22:15 --> 01:22:16]  你知道吗
[01:22:16 --> 01:22:18]  因为我觉得就是你越这么说
[01:22:18 --> 01:22:22]  他越让你认为说女性必须balance家庭
[01:22:22 --> 01:22:25]  这样你会降低整个女生在创业中的估值
[01:22:25 --> 01:22:26]  所以他不敢投
[01:22:26 --> 01:22:28]  怕你受这个影响
[01:22:28 --> 01:22:30]  然后突然在半夜啊
[01:22:30 --> 01:22:31]  不我想我儿子了
[01:22:31 --> 01:22:32]  我要回家什么这那的
[01:22:32 --> 01:22:33]  你知道吗
[01:22:33 --> 01:22:34]  他是一种社会文化的影响
[01:22:34 --> 01:22:36]  然后他就会给你value低
[01:22:36 --> 01:22:37]  然后我就会发现
[01:22:37 --> 01:22:38]  所有的professional vc经常
[01:22:38 --> 01:22:41]  你会看见他们投了100个男生是一把手的企业
[01:22:41 --> 01:22:43]  可能一个女生是一把手企业都没有
[01:22:43 --> 01:22:44]  然后呢
[01:22:44 --> 01:22:45]  我就想说
[01:22:45 --> 01:22:47]  那就算我assume女生能力差
[01:22:47 --> 01:22:48]  他也不可能差这么多
[01:22:48 --> 01:22:49]  对吧
[01:22:49 --> 01:22:50]  不可能到1到100
[01:22:50 --> 01:22:52]  所以他这是一个非常systematic的事
[01:22:52 --> 01:22:53]  因此呢
[01:22:53 --> 01:22:54]  我跟你讲啊
[01:22:54 --> 01:22:56]  我见过很多很多的投资人
[01:22:56 --> 01:22:59]  投资人都是我师弟也不投我
[01:22:59 --> 01:23:00]  然后呢
[01:23:00 --> 01:23:02]  这个我师弟到了什么程度呢
[01:23:02 --> 01:23:04]  就是他有专业问题
[01:23:04 --> 01:23:05]  他来问我呢
[01:23:05 --> 01:23:06]  要不要投这公司怎么挣扎
[01:23:06 --> 01:23:07]  他来问我
[01:23:07 --> 01:23:08]  我专业他不投
[01:23:08 --> 01:23:09]  他投什么都不是小孩
[01:23:09 --> 01:23:10]  我说你小孩有这这这啥问题
[01:23:10 --> 01:23:11]  你拿真金白一直是他不支持我
[01:23:11 --> 01:23:12]  但他们就没法克服自己的惯性
[01:23:12 --> 01:23:13]  你知道吗
[01:23:13 --> 01:23:14]  而且我已经track record
[01:23:14 --> 01:23:15]  有好几个公司都挣钱了
[01:23:15 --> 01:23:16]  我每个公司都是一分vc没拿
[01:23:16 --> 01:23:17]  但是都赚很多钱
[01:23:17 --> 01:23:18]  他们就不敢相信女的
[01:23:18 --> 01:23:19]  后来我就想
[01:23:19 --> 01:23:20]  那人教人教不会
[01:23:20 --> 01:23:21]  只能事教人
[01:23:21 --> 01:23:22]  对吧
[01:23:22 --> 01:23:23]  然后呢
[01:23:23 --> 01:23:24]  我赚多少钱
[01:23:24 --> 01:23:25]  他踏空了多少
[01:23:25 --> 01:23:26]  我不告诉他
[01:23:26 --> 01:23:27]  他是不知道的
[01:23:27 --> 01:23:28]  所以我不敢相信女的
[01:23:28 --> 01:23:29]  然后呢
[01:23:29 --> 01:23:30]  他就问我
[01:23:30 --> 01:23:31]  他说
[01:23:31 --> 01:23:32]  你到底怎么挣钱
[01:23:32 --> 01:23:33]  我都挣了
[01:23:33 --> 01:23:34]  他说
[01:23:34 --> 01:23:35]  你告诉他
[01:23:35 --> 01:23:36]  他是不知道的
[01:23:36 --> 01:23:37]  所以我决定
[01:23:37 --> 01:23:38]  我不是睚眦必报
[01:23:38 --> 01:23:39]  他当时不是没投吗
[01:23:39 --> 01:23:41]  我就国庆中秋给这些人送礼
[01:23:41 --> 01:23:42]  在送礼的过程中
[01:23:42 --> 01:23:43]  我就会给他们写个贺卡
[01:23:43 --> 01:23:44]  然后告诉他们
[01:23:44 --> 01:23:45]  最近财务数据特别好
[01:23:45 --> 01:23:46]  然后你当时投资你赚多少了
[01:23:46 --> 01:23:47]  然后你就会干一些这样的事情
[01:23:47 --> 01:23:48]  我干这个事不是为了报复他
[01:23:48 --> 01:23:49]  而是要给他一种
[01:23:49 --> 01:23:50]  就是fomo
[01:23:50 --> 01:23:51]  焦虑
[01:23:51 --> 01:23:52]  fear of missing out
[01:23:52 --> 01:23:53]  我下次创业的时候
[01:23:53 --> 01:23:54]  让他们嗡一下就用上来
[01:23:54 --> 01:23:55]  就是因为
[01:23:55 --> 01:23:56]  对于投资人来说
[01:23:56 --> 01:23:57]  踏空比赔钱难受多了
[01:23:57 --> 01:23:58]  我要让他难受
[01:23:58 --> 01:23:59]  我要让他难受
[01:23:59 --> 01:24:00]  下次他就不敢踏空了
[01:24:00 --> 01:24:01]  这也是一种manager人的手段
[01:24:01 --> 01:24:02]  你得想想
[01:24:02 --> 01:24:03]  他们这些人
[01:24:03 --> 01:24:04]  他第一次不相信你
[01:24:04 --> 01:24:05]  他第一次不投资你
[01:24:05 --> 01:24:06]  就是fool me once
[01:24:06 --> 01:24:07]  shame on me
[01:24:07 --> 01:24:08]  对吧
[01:24:08 --> 01:24:09]  fool me twice
[01:24:09 --> 01:24:10]  shame on you
[01:24:10 --> 01:24:11]  对吧
[01:24:11 --> 01:24:12]  所以就是说
[01:24:12 --> 01:24:13]  如果你第一次不相信我
[01:24:13 --> 01:24:14]  我第一次对你没有办法
[01:24:14 --> 01:24:15]  那是我不行
[01:24:15 --> 01:24:16]  我第二次还对你没有办法
[01:24:16 --> 01:24:17]  那就是你不行了
[01:24:17 --> 01:24:18]  所以呢
[01:24:18 --> 01:24:19]  我就觉得说
[01:24:19 --> 01:24:20]  我第二次一定要
[01:24:20 --> 01:24:21]  让他们明白
[01:24:21 --> 01:24:22]  我第一次对你没有办法
[01:24:22 --> 01:24:23]  那就是我不行
[01:24:23 --> 01:24:24]  我第二次还对你没有办法
[01:24:24 --> 01:24:25]  那就是你不行了
[01:24:25 --> 01:24:26]  所以呢
[01:24:26 --> 01:24:27]  我就觉得说
[01:24:27 --> 01:24:28]  我第二次一定要
[01:24:28 --> 01:24:29]  让他们明白
[01:24:29 --> 01:24:30]  我不是睚眦必报
[01:24:30 --> 01:24:31]  我不是睚眦必报
[01:24:31 --> 01:24:32]  我是要交给他们一些离子
[01:24:32 --> 01:24:33]  我是要交给他们一些离子
[01:24:33 --> 01:24:34]  让他们知道
[01:24:34 --> 01:24:35]  我是一个什么样的人
[01:24:35 --> 01:24:36]  这样的话呢
[01:24:36 --> 01:24:37]  让他们知道
[01:24:37 --> 01:24:38]  我想过这些事
[01:24:38 --> 01:24:39]  所以我想过这个能力
[01:24:39 --> 01:24:40]  对吧
[01:24:40 --> 01:24:41]  所以我觉得这个也是一个
[01:24:41 --> 01:24:42]  manager人的手段
[01:24:42 --> 01:24:43]  在他们恐惧上面跳舞
[01:24:43 --> 01:24:44]  在他们恐惧上面跳舞
[01:24:44 --> 01:24:45]  对吧
[01:24:45 --> 01:24:46]  我为什么特别想问这个问题呢
[01:24:46 --> 01:24:47]  我为什么特别想问这个问题呢
[01:24:47 --> 01:24:48]  因为这个问题就是
[01:24:48 --> 01:24:49]  牵扯到你的性格和你的成功
[01:24:49 --> 01:24:50]  牵扯到你的性格和你的成功
[01:24:50 --> 01:24:51]  你是一个特别buzz的人
[01:24:51 --> 01:24:52]  你是一个特别buzz的人
[01:24:52 --> 01:24:53]  我听你的各个播客
[01:24:53 --> 01:24:54]  我听你的各个播客
[01:24:54 --> 01:24:55]  说话非常的直
[01:24:59 --> 01:25:01]  大家普遍就是stir tight
[01:25:01 --> 01:25:02]  就是哎呀
[01:25:02 --> 01:25:04]  这样的人应该是情商不是很高吧
[01:25:04 --> 01:25:06]  这样的人应该会遇到很多挫折吧
[01:25:06 --> 01:25:08]  这样的人应该会得罪很多人吧
[01:25:08 --> 01:25:09]  这样的人应该会
[01:25:09 --> 01:25:10]  就是在社会上屡屡碰壁吧
[01:25:10 --> 01:25:11]  这样的人应该会就是在社会上屡屡碰壁吧
[01:25:11 --> 01:25:12]  但是实际不是
[01:25:12 --> 01:25:13]  有很大的成功
[01:25:13 --> 01:25:14]  我觉得刚才那个故事
[01:25:14 --> 01:25:15]  就是为什么既可以buzz
[01:25:15 --> 01:25:16]  就是为什么既可以buzz
[01:25:16 --> 01:25:17]  然后可以得到很大成功的体现
[01:25:17 --> 01:25:18]  然后可以得到很大成功的体现
[01:25:18 --> 01:25:19]  一个很具体的体现
[01:25:19 --> 01:25:20]  一个很具体的体现
[01:25:20 --> 01:25:21]  可不可以跟大家讲一讲
[01:25:21 --> 01:25:22]  可不可以跟大家讲一讲
[01:25:22 --> 01:25:23]  就是怎么样既可以保持自己的个性
[01:25:23 --> 01:25:24]  就是怎么样既可以保持自己的个性
[01:25:24 --> 01:25:25]  然后又能适应这个社会
[01:25:25 --> 01:25:26]  然后又能适应这个社会
[01:25:26 --> 01:25:27]  或者说怎么样是用一个stay true to yourself
[01:25:27 --> 01:25:28]  或者说怎么样是用一个stay true to yourself
[01:25:28 --> 01:25:29]  或者说怎么样是用一个stay true to yourself
[01:25:29 --> 01:25:30]  这种方式
[01:25:30 --> 01:25:31]  去得到一个社会世俗意义上的成功呢
[01:25:31 --> 01:25:32]  去得到一个社会世俗意义上的成功呢
[01:25:32 --> 01:25:33]  去得到一个社会世俗意义上的成功呢
[01:25:33 --> 01:25:34]  我觉得有很多人把兜圈子当作情商高
[01:25:34 --> 01:25:35]  我觉得有很多人把兜圈子当作情商高
[01:25:35 --> 01:25:36]  我觉得有很多人把兜圈子当作情商高
[01:25:36 --> 01:25:37]  这是一种对别人智商的蔑视
[01:25:37 --> 01:25:38]  这是一种对别人智商的蔑视
[01:25:38 --> 01:25:39]  这是一种对别人智商的蔑视
[01:25:39 --> 01:25:40]  这是一种对别人智商的蔑视
[01:25:40 --> 01:25:41]  我不论说多少大实话
[01:25:41 --> 01:25:42]  我不论多直
[01:25:42 --> 01:25:43]  我不论说多少大实话
[01:25:43 --> 01:25:44]  我不论多直
[01:25:44 --> 01:25:45]  你可以做证
[01:25:45 --> 01:25:46]  我对任何人都是很尊重的
[01:25:46 --> 01:25:47]  我尊重所有人
[01:25:47 --> 01:25:48]  他那个在山里头搞盗版图书
[01:25:48 --> 01:25:49]  他那个在山里头搞盗版图书
[01:25:49 --> 01:25:50]  我也尊重他
[01:25:50 --> 01:25:51]  那种那个拿着游标卡纸
[01:25:51 --> 01:25:52]  那种那个拿着游标卡纸
[01:25:52 --> 01:25:53]  来跟我搞的职业黑子
[01:25:53 --> 01:25:54]  我也尊重他
[01:25:54 --> 01:25:55]  当时有一个职业黑子讹我嘛
[01:25:55 --> 01:25:56]  当时有一个职业黑子讹我嘛
[01:25:56 --> 01:25:57]  当时有一个职业黑子讹我嘛
[01:25:57 --> 01:25:58]  当时有一个职业黑子讹我嘛
[01:25:58 --> 01:25:59]  当时有一个职业黑子讹我嘛
[01:25:59 --> 01:26:00]  当时有一个职业黑子讹我嘛
[01:26:00 --> 01:26:01]  当时有一个职业黑子讹我嘛
[01:26:01 --> 01:26:02]  当时有一个职业黑子讹我嘛
[01:26:02 --> 01:26:03]  当时有一个职业黑子讹我嘛
[01:26:03 --> 01:26:04]  当时有一个职业黑子讹我嘛
[01:26:04 --> 01:26:05]  当时有一个职业黑子讹我嘛
[01:26:05 --> 01:26:06]  当时有一个职业黑子讹我嘛
[01:26:06 --> 01:26:07]  当时有一个职业黑子讹我嘛
[01:26:07 --> 01:26:08]  他拿那个游标卡纸
[01:26:08 --> 01:26:09]  他拿那个游标卡纸
[01:26:09 --> 01:26:10]  来量我的包装
[01:26:10 --> 01:26:11]  发现我差0.1毫米
[01:26:26 --> 01:26:27]  他拿那个游标卡纸
[01:26:27 --> 01:26:28]  来量我的包装
[01:26:28 --> 01:26:29]  发现我差0.1毫米
[01:26:29 --> 01:26:30]  他拿那个游标卡纸
[01:26:30 --> 01:26:31]  来量我的包装
[01:26:31 --> 01:26:32]  发现我差0.1毫米
[01:26:32 --> 01:26:33]  他拿那个游标卡纸
[01:26:33 --> 01:26:34]  来量我的包装
[01:26:34 --> 01:26:35]  发现我差0.1毫米
[01:26:35 --> 01:26:36]  他拿那个游标卡纸
[01:26:36 --> 01:26:37]  来量我的包装
[01:26:37 --> 01:26:38]  发现我差0.1毫米
[01:26:38 --> 01:26:39]  他拿那个游标卡纸
[01:26:39 --> 01:26:40]  来量我的包装
[01:26:40 --> 01:26:41]  发现我差0.1毫米
[01:26:41 --> 01:26:42]  他拿那个游标卡纸
[01:26:42 --> 01:26:43]  来量我的包装
[01:26:43 --> 01:26:44]  发现我差0.1毫米
[01:26:44 --> 01:26:45]  他拿那个游标卡纸
[01:26:45 --> 01:26:46]  来量我的包装
[01:26:46 --> 01:26:47]  发现我差0.1毫米
[01:26:47 --> 01:26:48]  他拿那个游标卡纸
[01:26:48 --> 01:26:49]  来量我的包装
[01:26:49 --> 01:26:50]  发现我差0.1毫米
[01:26:50 --> 01:26:51]  他拿那个游标卡纸
[01:26:51 --> 01:26:52]  来量我的包装
[01:26:52 --> 01:26:53]  发现我差0.1毫米
[01:26:53 --> 01:26:54]  他拿那个游标卡纸
[01:26:54 --> 01:26:55]  来量我的包装
[01:26:55 --> 01:26:56]  发现我差0.1毫米
[01:26:56 --> 01:26:57]  他拿那个游标卡纸
[01:26:57 --> 01:26:58]  来量我的包装
[01:26:58 --> 01:26:59]  发现我差0.1毫米
[01:26:59 --> 01:27:00]  他拿那个游标卡纸
[01:27:00 --> 01:27:01]  来量我的包装
[01:27:01 --> 01:27:02]  发现我差0.1毫米
[01:27:02 --> 01:27:03]  他拿那个游标卡纸
[01:27:03 --> 01:27:04]  来量我的包装
[01:27:04 --> 01:27:05]  发现我差0.1毫米
[01:27:05 --> 01:27:06]  他拿那个游标卡纸
[01:27:06 --> 01:27:07]  来量我的包装
[01:27:07 --> 01:27:08]  发现我差0.1毫米
[01:27:08 --> 01:27:09]  他拿那个游标卡纸
[01:27:09 --> 01:27:10]  来量我的包装
[01:27:10 --> 01:27:11]  发现我差0.1毫米
[01:27:11 --> 01:27:12]  他拿那个游标卡纸
[01:27:12 --> 01:27:13]  来量我的包装
[01:27:13 --> 01:27:14]  发现我差0.1毫米
[01:27:14 --> 01:27:15]  他拿那个游标卡纸
[01:27:15 --> 01:27:16]  来量我的包装
[01:27:16 --> 01:27:17]  发现我差0.1毫米
[01:27:17 --> 01:27:18]  他拿那个游标卡纸
[01:27:18 --> 01:27:19]  来量我的包装
[01:27:19 --> 01:27:20]  发现我差0.1毫米
[01:27:20 --> 01:27:21]  他拿那个游标卡纸
[01:27:21 --> 01:27:22]  来量我的包装
[01:27:22 --> 01:27:23]  发现我差0.1毫米
[01:27:23 --> 01:27:24]  他拿那个游标卡纸
[01:27:24 --> 01:27:25]  来量我的包装
[01:27:25 --> 01:27:26]  发现我差0.1毫米
[01:27:26 --> 01:27:27]  他拿那个游标卡纸
[01:27:27 --> 01:27:28]  来量我的包装
[01:27:28 --> 01:27:29]  发现我差0.1毫米
[01:27:29 --> 01:27:30]  他拿那个游标卡纸
[01:27:30 --> 01:27:31]  来量我的包装
