# 原始转录（whisper.cpp 本地转写，未润色）
# 节目：屠龙之术（庄明浩单口）
# 单集：智能的下一幕，让人兴奋——73 页 PPT solo
# 平台：小宇宙 · 发布日期：2026-09-15 · 时长：55m21s（3320s）
# Pipeline：whisper.cpp / ggml-large-v3 / Metal / -l zh（scripts/transcribe.py）
# 段数：2009 · 汉字数：12452 · 语速约 225 字/min · 转写日期：2026-09-22（文件时间）
# 注意：中文无自动标点；人名/英文术语/数字有误识别（如 DeepSick→DeepSeek、SOPIC→Anthropic、欧贝青→欧倍青、BAT→bet，修正见同名 polished 稿）
# 版权：节目版权归主理人/制作方所有，仅供个人学习（见 ../../COPYRIGHT.md）

[00:43:38 -> 00:43:39] 和RSI去的
[00:43:39 -> 00:43:41] 同样的
[00:43:41 -> 00:43:43] 看一些比较有名的大佬
[00:43:43 -> 00:43:45] 比如说刚刚离职
[00:43:45 -> 00:43:46] Google的Jeff Dean
[00:43:46 -> 00:43:49] 原来Opioid的Illia
[00:43:49 -> 00:43:50] Opioid的Mira
[00:43:50 -> 00:43:53] Meta的田元栋老师
[00:43:53 -> 00:43:59] 我们看Jeff Dean那家公司的logo
[00:43:59 -> 00:44:02] 就是一个倒着的8
[00:44:02 -> 00:44:05] 也就是那个无限大的那个logo
[00:44:05 -> 00:44:06] 那这个东西代表的
[00:44:06 -> 00:44:07] 不就是循环的意思
[00:44:07 -> 00:44:10] 田元栋老师的公司的缩写
[00:44:10 -> 00:44:11] 就叫RSI
[00:44:11 -> 00:44:16] 比如说Jeff Dean刚刚离职的时候
[00:44:16 -> 00:44:17] 那张BP
[00:44:17 -> 00:44:19] 讲他业务的BP
[00:44:19 -> 00:44:21] 就是说loop
[00:44:21 -> 00:44:22] 他说在
[00:44:22 -> 00:44:24] 其他很多科研领域
[00:44:24 -> 00:44:25] 实验
[00:44:25 -> 00:44:27] 改进
[00:44:27 -> 00:44:28] 再促进实验的循环
[00:44:28 -> 00:44:29] 已经都形成了
[00:44:29 -> 00:44:31] 那AI领域就想做这件事情
[00:44:31 -> 00:44:32] Loop
[00:44:32 -> 00:44:35] 最近Illia在推他们的新的主张
[00:44:35 -> 00:44:36] TTT
[00:44:36 -> 00:44:38] Test Time Training
[00:44:38 -> 00:44:40] Mira
[00:44:40 -> 00:44:43] 他们最近之前新发的模型
[00:44:43 -> 00:44:45] 主张的是要做Human in the Loop
[00:44:45 -> 00:44:47] 然后田元栋老师
[00:44:47 -> 00:44:48] 他们发了第一篇论文
[00:44:48 -> 00:44:49] 标题里有Automated
[00:44:49 -> 00:44:56] 大家看到的共识是一样的
[00:44:56 -> 00:44:57] 再往后
[00:44:57 -> 00:44:59] 那人类呢
[00:44:59 -> 00:45:01] 人类的目的是
[00:45:01 -> 00:45:02] 或者说人类的价值变成什么
[00:45:02 -> 00:45:03] 如果一切都Loop
[00:45:03 -> 00:45:05] 人类相当于在定义上
[00:45:05 -> 00:45:07] 定义新的高峰
[00:45:07 -> 00:45:11] 用了一张A16Z最近的PPT
[00:45:11 -> 00:45:13] 人类跟AI的并行研发的过程
[00:45:13 -> 00:45:16] 变成了人类寻找到一个高峰
[00:45:16 -> 00:45:18] 一个目标
[00:45:18 -> 00:45:19] 然后通过AI跟Loop的方式
[00:45:19 -> 00:45:20] 达到目标
[00:45:20 -> 00:45:21] 达到之后
[00:45:21 -> 00:45:22] 人类再去寻找下一个
[00:45:22 -> 00:45:24] 不断地往上跌
[00:45:24 -> 00:45:28] 第一步Human in the Loop
[00:45:28 -> 00:45:31] 第二步Agent in the Loop
[00:45:31 -> 00:45:34] 那如果一切都Loop了之后
[00:45:34 -> 00:45:36] 从投入资格的角度来讲
[00:45:36 -> 00:45:38] 怎么给这些公司定义成杯
[00:45:38 -> 00:45:40] 来给新的估值呢
[00:45:40 -> 00:45:42] 比如传统SaaS公司
[00:45:42 -> 00:45:43] 你可以从产品阶段
[00:45:43 -> 00:45:44] 产生收入阶段
[00:45:44 -> 00:45:46] 增长阶段来去定义
[00:45:46 -> 00:45:47] 生物医药公司
[00:45:47 -> 00:45:48] 你可以从实验
[00:45:48 -> 00:45:50] 实验室到什么
[00:45:50 -> 00:45:51] 什么临床
[00:45:51 -> 00:45:53] 几期到正式上线
[00:45:53 -> 00:45:54] 到通关允许
[00:45:54 -> 00:45:56] 那这些New Lab的
[00:45:56 -> 00:45:58] 怎么办呢
[00:45:58 -> 00:45:58] 拉一批人
[00:45:58 -> 00:46:02] 组建一个团队
[00:46:02 -> 00:46:05] 公布一个榜单
[00:46:05 -> 00:46:06] 都能算吗
[00:46:06 -> 00:46:11] 还有再往下
[00:46:11 -> 00:46:13] 是所有的事情都能Loop吗
[00:46:13 -> 00:46:18] A16Z给了一个划分方式
[00:46:18 -> 00:46:21] 划恒通坐标
[00:46:21 -> 00:46:22] 划四个象限
[00:46:22 -> 00:46:24] 是能够验证的
[00:46:24 -> 00:46:26] 还是不太能够验证的
[00:46:26 -> 00:46:26] 是好编辑的
[00:46:26 -> 00:46:27] 还是不好编辑的
[00:46:27 -> 00:46:28] 这样四个象限
[00:46:28 -> 00:46:29] 那似乎看起来
[00:46:29 -> 00:46:30] 只有第一象限
[00:46:30 -> 00:46:31] 现在被证明是比较好
[00:46:31 -> 00:46:33] 就是既强
[00:46:33 -> 00:46:35] 可以被认证
[00:46:35 -> 00:46:37] 又容易编辑的
[00:46:37 -> 00:46:39] 典型的code
[00:46:39 -> 00:46:42] 以及比如说
[00:46:42 -> 00:46:43] 我们前天提到的3D
[00:46:43 -> 00:46:46] 为什么大家用Blender
[00:46:46 -> 00:46:48] 去做器官
[00:46:48 -> 00:46:50] 那你发现
[00:46:50 -> 00:46:52] 如果是第四象限的
[00:46:52 -> 00:46:54] 就是那些物理爱的
[00:46:54 -> 00:46:55] 似乎就比较难了
[00:46:55 -> 00:46:56] 对吧
[00:46:56 -> 00:46:57] 然后内容板块
[00:46:57 -> 00:47:00] 基本都在强
[00:47:00 -> 00:47:01] 弱验证
[00:47:01 -> 00:47:02] 但强编辑
[00:47:02 -> 00:47:05] 所以并不是
[00:47:05 -> 00:47:06] 所有的事情
[00:47:06 -> 00:47:07] 听起来都可以
[00:47:07 -> 00:47:08] 通过强化系列
[00:47:08 -> 00:47:09] 跟Loop的方式
[00:47:09 -> 00:47:10] 非常完美的解决
[00:47:10 -> 00:47:11] 所以Loop
[00:47:11 -> 00:47:12] 其实是一种结构
[00:47:12 -> 00:47:14] 但不是魔法
[00:47:14 -> 00:47:17] 这个问题再扩大
[00:47:17 -> 00:47:18] 我们刚才聊的
[00:47:18 -> 00:47:18] 很多的Loop
[00:47:18 -> 00:47:19] 都是定义在
[00:47:19 -> 00:47:20] 模型训练
[00:47:20 -> 00:47:22] 跟agent的训练上
[00:47:22 -> 00:47:25] 但细想
[00:47:25 -> 00:47:27] 今天code的Loop
[00:47:27 -> 00:47:28] 已经形成了
[00:47:28 -> 00:47:29] 那一家公司
[00:47:29 -> 00:47:29] 比如说
[00:47:29 -> 00:47:30] 它的报价体系
[00:47:30 -> 00:47:31] 其实也是个Loop
[00:47:31 -> 00:47:33] 你根据用户的反馈
[00:47:33 -> 00:47:34] 不断调整价格结构
[00:47:34 -> 00:47:34] 用户接受
[00:47:34 -> 00:47:36] 然后你就确定这个架构
[00:47:36 -> 00:47:37] 不接受再调
[00:47:37 -> 00:47:38] 再扩展
[00:47:38 -> 00:47:39] 一家商业公司的运转
[00:47:39 -> 00:47:42] 不也是Loop吗
[00:47:42 -> 00:47:42] 对吧
[00:47:42 -> 00:47:44] Loop的又其实
[00:47:44 -> 00:47:45] 只是技术和产品
[00:47:45 -> 00:47:46] 它其实就是一套
[00:47:46 -> 00:47:48] 思维跟运行方式
[00:47:48 -> 00:47:51] 那我们自然而然
[00:47:51 -> 00:47:52] 进入所谓的第四章
[00:47:52 -> 00:47:53] 界面重构
[00:47:53 -> 00:47:58] 刚刚公布的
[00:47:58 -> 00:47:58] 这一季彩报
[00:47:58 -> 00:47:59] 苹果彩报
[00:47:59 -> 00:48:02] 苹果在过去十年
[00:48:02 -> 00:48:03] 历史上第一次
[00:48:03 -> 00:48:05] 它的ApuStore的收入
[00:48:05 -> 00:48:06] 出现了下降
[00:48:06 -> 00:48:08] 过去十年
[00:48:08 -> 00:48:08] 无论这个世界
[00:48:08 -> 00:48:09] 发生任何事情
[00:48:09 -> 00:48:11] 无论这个iPhone成不成功
[00:48:11 -> 00:48:12] 卖的多还是卖的少
[00:48:12 -> 00:48:13] iPad成不成功
[00:48:13 -> 00:48:15] 卖的多还是卖的少
[00:48:15 -> 00:48:16] ApuStore的收入
[00:48:16 -> 00:48:18] 从来没有降过
[00:48:18 -> 00:48:19] 可能增长
[00:48:19 -> 00:48:20] 变缓
[00:48:20 -> 00:48:21] 变慢
[00:48:21 -> 00:48:22] 但是
[00:48:22 -> 00:48:23] 从来
[00:48:23 -> 00:48:24] 没有降过
[00:48:24 -> 00:48:28] 过去的
[00:48:28 -> 00:48:28] 这个季度
[00:48:28 -> 00:48:30] ApuStore的收入
[00:48:30 -> 00:48:31] 第一次下降
[00:48:31 -> 00:48:33] 我们似乎
[00:48:33 -> 00:48:34] 真的进入到了
[00:48:34 -> 00:48:36] 一个新的
[00:48:36 -> 00:48:37] 软件时代
[00:48:37 -> 00:48:39] 传统的软件
[00:48:39 -> 00:48:40] 到今天
[00:48:40 -> 00:48:41] AI因为webcoding的崛起
[00:48:41 -> 00:48:42] 我们真的可以
[00:48:42 -> 00:48:43] 为每一个人
[00:48:43 -> 00:48:44] 做一个
[00:48:44 -> 00:48:45] 他自己的
[00:48:45 -> 00:48:46] 单独需求的
[00:48:46 -> 00:48:47] 甚至是
[00:48:47 -> 00:48:48] 一次性的软件
[00:48:48 -> 00:48:52] 那些科幻电影
[00:48:52 -> 00:48:53] 领演的
[00:48:53 -> 00:48:54] 一个所谓的
[00:48:54 -> 00:48:55] 个人助理
[00:48:55 -> 00:48:56] 一个AI
[00:48:56 -> 00:48:57] 他知道我所有的事情
[00:48:57 -> 00:48:58] 他可以帮我的生活
[00:48:58 -> 00:49:00] 娱乐
[00:49:00 -> 00:49:01] 工作
[00:49:01 -> 00:49:02] 投资
[00:49:02 -> 00:49:03] 健康
[00:49:03 -> 00:49:04] 都搞得定
[00:49:04 -> 00:49:06] 似乎原来这种
[00:49:06 -> 00:49:07] 在电影里演的东西
[00:49:07 -> 00:49:09] 今天听起来
[00:49:09 -> 00:49:10] 好像
[00:49:10 -> 00:49:12] 马上就OK了
[00:49:12 -> 00:49:13] 对吗
[00:49:13 -> 00:49:15] 科幻吗
[00:49:15 -> 00:49:16] 似乎一点都不
[00:49:16 -> 00:49:18] 所以阶段性的
[00:49:18 -> 00:49:18] 共识出现了
[00:49:18 -> 00:49:19] 在agent板块
[00:49:19 -> 00:49:20] coding
[00:49:20 -> 00:49:22] 跟所谓的
[00:49:22 -> 00:49:23] personal agent
[00:49:23 -> 00:49:25] 成为了共识
[00:49:25 -> 00:49:26] coding已经不用讲了
[00:49:26 -> 00:49:27] 那personal agent
[00:49:27 -> 00:49:29] 可以一会儿
[00:49:29 -> 00:49:30] 后面稍微展现
[00:49:30 -> 00:49:30] 展开一点点
[00:49:30 -> 00:49:32] coding agent
[00:49:32 -> 00:49:33] 最大的共识
[00:49:33 -> 00:49:34] codex
[00:49:34 -> 00:49:35] cloud code
[00:49:35 -> 00:49:36] 可能是25年
[00:49:36 -> 00:49:37] Q3开始
[00:49:37 -> 00:49:38] codex
[00:49:38 -> 00:49:39] 今年接棒
[00:49:39 -> 00:49:40] 截止做这次ppt
[00:49:40 -> 00:49:42] codex最新一次公布
[00:49:42 -> 00:49:43] 已经达到了2500万周
[00:49:43 -> 00:49:44] 在gpt改名
[00:49:44 -> 00:49:45] 5.6
[00:49:45 -> 00:49:46] gpt 5.6之后
[00:49:46 -> 00:49:47] 把chat gpt
[00:49:47 -> 00:49:48] 调整成codex之后
[00:49:48 -> 00:49:50] codex的活跃用户
[00:49:50 -> 00:49:52] 一直在爆发
[00:49:52 -> 00:49:52] 时的增长
[00:49:52 -> 00:49:54] 大家的共识
[00:49:54 -> 00:49:55] 有多么的共呢
[00:49:55 -> 00:49:57] 今天打开任何一个
[00:49:57 -> 00:49:58] 国产的
[00:49:58 -> 00:50:00] 所谓的办公agent
[00:50:00 -> 00:50:01] 或者是原来的
[00:50:01 -> 00:50:02] chatbot产品
[00:50:02 -> 00:50:03] 转的agent
[00:50:03 -> 00:50:06] 跟你打开codex
[00:50:06 -> 00:50:08] 界面上
[00:50:08 -> 00:50:09] 几乎
[00:50:09 -> 00:50:11] 没有任何区别
[00:50:11 -> 00:50:16] 回头再去
[00:50:16 -> 00:50:16] 想过去几个月
[00:50:16 -> 00:50:17] 这场由
[00:50:17 -> 00:50:19] 这些中国大厂
[00:50:19 -> 00:50:20] 兴起的
[00:50:20 -> 00:50:23] 办公agent的战役
[00:50:23 -> 00:50:24] 两个季度
[00:50:24 -> 00:50:25] 一个多季度了吧
[00:50:25 -> 00:50:26] 买到的算两个季度
[00:50:26 -> 00:50:28] 大家会觉得
[00:50:28 -> 00:50:29] 这场仗能够
[00:50:29 -> 00:50:30] 持续多久
[00:50:30 -> 00:50:32] 年底
[00:50:32 -> 00:50:34] 春节再打一波
[00:50:34 -> 00:50:35] 等到明年
[00:50:35 -> 00:50:39] 阶段性的有一些数据
[00:50:39 -> 00:50:39] 比如说
[00:50:39 -> 00:50:40] Quest Mobile
[00:50:40 -> 00:50:42] 公布了7月的数据
[00:50:42 -> 00:50:43] work body是
[00:50:43 -> 00:50:43] 658万
[00:50:43 -> 00:50:45] 月活
[00:50:45 -> 00:50:46] 我觉得这个数字
[00:50:46 -> 00:50:48] 基本是可信的
[00:50:48 -> 00:50:48] qcloud
[00:50:48 -> 00:50:49] 225万
[00:50:49 -> 00:50:50] treework
[00:50:50 -> 00:50:50] 190万
[00:50:50 -> 00:50:51] codework
[00:50:51 -> 00:50:52] 23万
[00:50:52 -> 00:50:53] autocloud
[00:50:53 -> 00:50:54] 14万
[00:50:54 -> 00:50:56] 月活
[00:50:56 -> 00:50:58] 反过来想
[00:50:58 -> 00:51:00] 阶段性的这些数据
[00:51:00 -> 00:51:01] 尤其是月活数据
[00:51:01 -> 00:51:04] 是否有意义
[00:51:04 -> 00:51:05] 那提及数据
[00:51:05 -> 00:51:06] 就不得不再一次吐槽
[00:51:06 -> 00:51:08] 上次所说的
[00:51:08 -> 00:51:08] 什么
[00:51:08 -> 00:51:09] 一关的
[00:51:09 -> 00:51:10] work body
[00:51:10 -> 00:51:11] 2000万的
[00:51:11 -> 00:51:13] 月活
[00:51:13 -> 00:51:14] 然后
[00:51:14 -> 00:51:15] 千万办公
[00:51:15 -> 00:51:16] 最近公测30天
[00:51:16 -> 00:51:17] 公布了一个
[00:51:17 -> 00:51:18] 用户数突破3000万的
[00:51:18 -> 00:51:19] 数字
[00:51:19 -> 00:51:20] 前一段时间
[00:51:20 -> 00:51:21] 百度的大字说
[00:51:21 -> 00:51:22] MU环比增长
[00:51:22 -> 00:51:26] 1063.79%
[00:51:26 -> 00:51:28] 酷酷AI的
[00:51:28 -> 00:51:31] MU2500万
[00:51:31 -> 00:51:33] 数据这个东西吧
[00:51:33 -> 00:51:35] 不展开了
[00:51:35 -> 00:51:35] 懂的都懂
[00:51:35 -> 00:51:38] 又回到那个
[00:51:38 -> 00:51:38] 老城
[00:51:38 -> 00:51:41] 长谈的问题
[00:51:41 -> 00:51:43] 这些产品的护城河
[00:51:43 -> 00:51:45] 到底是什么
[00:51:45 -> 00:51:48] 我截了一下
[00:51:48 -> 00:51:48] work body
[00:51:48 -> 00:51:50] 过去一个多月的
[00:51:50 -> 00:51:51] 版本更新
[00:51:51 -> 00:51:54] 基本上每两天三天更新一次
[00:51:54 -> 00:51:56] 豆包自从跟
[00:51:56 -> 00:51:57] 这个飞鼠合并之后
[00:51:57 -> 00:52:01] 甚至恨不得一天更新两个版本
[00:52:01 -> 00:52:03] 这些执行的功能
[00:52:03 -> 00:52:05] 跟快速的迭代
[00:52:05 -> 00:52:07] 能够构成
[00:52:07 -> 00:52:09] 护城河吗
[00:52:09 -> 00:52:12] 这背后其实更重要的是
[00:52:12 -> 00:52:13] 组织架构的调整
[00:52:13 -> 00:52:15] 我们已经看到了
[00:52:15 -> 00:52:16] 字节的调整
[00:52:16 -> 00:52:17] 能讯的调整
[00:52:17 -> 00:52:18] 阿里的调整
[00:52:18 -> 00:52:20] 甚至百度的调整
[00:52:20 -> 00:52:21] 其实都是组织
[00:52:21 -> 00:52:23] 都是组织
[00:52:23 -> 00:52:25] 还有点从界面角度来看
[00:52:25 -> 00:52:26] 你在今天的
[00:52:26 -> 00:52:28] 所有这种产品上看到了
[00:52:28 -> 00:52:29] 比如在侧面栏上
[00:52:29 -> 00:52:30] 我们可以看到
[00:52:30 -> 00:52:32] 专家套件
[00:52:32 -> 00:52:33] 技能
[00:52:33 -> 00:52:35] 连接器
[00:52:35 -> 00:52:36] 伙伴
[00:52:36 -> 00:52:37] 定时任务
[00:52:37 -> 00:52:39] API
[00:52:39 -> 00:52:40] 插件
[00:52:40 -> 00:52:43] 当然了
[00:52:43 -> 00:52:46] 你说这些产品向来如此
[00:52:46 -> 00:52:47] 可是我反问
[00:52:47 -> 00:52:48] 对于一个普通用户而言
[00:52:48 -> 00:52:49] 这似乎是不是
[00:52:49 -> 00:52:52] 它的复杂度过高了
[00:52:52 -> 00:52:55] 向来如此便对吗
[00:52:55 -> 00:52:57] 这种复杂度
[00:52:57 -> 00:52:59] 不应该产品自己消化吗
[00:52:59 -> 00:53:01] 不应该交给用户不是吗
[00:53:01 -> 00:53:05] 然后提到界面这个事
[00:53:05 -> 00:53:06] 比如最近我们看到了
[00:53:06 -> 00:53:09] WorkBuddy跟和平精英合作了
[00:53:09 -> 00:53:12] 你可以领一个和平精英的桌面宠物
[00:53:12 -> 00:53:14] 然后你的WorkBuddy的界面
[00:53:14 -> 00:53:17] 会放上和平精英的样子
[00:53:17 -> 00:53:21] 你甚至可以做张亮颖的界面
[00:53:21 -> 00:53:23] 你可以做传统QQ的界面
[00:53:23 -> 00:53:24] 对
[00:53:24 -> 00:53:25] 界面这个事
[00:53:25 -> 00:53:29] 我们的创新性还是很强的
[00:53:29 -> 00:53:29] 对
[00:53:29 -> 00:53:32] 同样的我们看到一些界面上变化
[00:53:32 -> 00:53:33] 比如说马斯克的Glock Bolt
[00:53:33 -> 00:53:34] 最近讨论很多
[00:53:34 -> 00:53:36] 我觉得它符合跟那种
[00:53:36 -> 00:53:37] 我说的前面的逻辑
[00:53:37 -> 00:53:39] 那些复杂的东西
[00:53:39 -> 00:53:40] 应该内化到产品本身
[00:53:40 -> 00:53:41] 而不是在那里
[00:53:41 -> 00:53:41] 不应该交给用户
[00:53:41 -> 00:53:45] 同样的我们看到了
[00:53:45 -> 00:53:45] Meta发的MUSE
[00:53:45 -> 00:53:48] 我觉得依然符合这个逻辑
[00:53:48 -> 00:53:52] 之前Minas定义的
[00:53:52 -> 00:53:54] 给用户一台虚拟机
[00:53:54 -> 00:53:56] Meta的MUSE做得更机智
[00:53:56 -> 00:53:58] 但这就对吗
[00:53:58 -> 00:53:59] 我们也不知道
[00:53:59 -> 00:54:01] 但至少在刚才我们前面提到
[00:54:01 -> 00:54:03] 叫Personal Agent这个板块上
[00:54:03 -> 00:54:06] 一些厂商开始做了一些新的尝试
[00:54:06 -> 00:54:07] 中国也有些创业团队
[00:54:07 -> 00:54:09] 今天也在尝试类似的事情
[00:54:09 -> 00:54:10] 那么来问题来了
[00:54:10 -> 00:54:13] 那几家在打得非常热烈的办公Agent
[00:54:13 -> 00:54:15] 要尝试这个方向吗
[00:54:15 -> 00:54:16] 不知道
[00:54:16 -> 00:54:20] 新的界面叙事
[00:54:20 -> 00:54:21] 这个个人Agent
[00:54:21 -> 00:54:25] 的叙事似乎已经开始了
[00:54:25 -> 00:54:26] 我之前发过一条几个
[00:54:26 -> 00:54:27] 我说模型之外
[00:54:27 -> 00:54:28] 在产品端的叙事
[00:54:28 -> 00:54:29] 在过去一年左右时间
[00:54:29 -> 00:54:31] 已经经历了从Code
[00:54:31 -> 00:54:33] 到OpenCloud龙虾
[00:54:33 -> 00:54:34] 到Work
[00:54:34 -> 00:54:36] 到CloudTag
[00:54:36 -> 00:54:37] 到GlockBot
[00:54:37 -> 00:54:40] 最新的叙事是像
[00:54:40 -> 00:54:43] Meta的MUSE的个人AI Assistant
[00:54:43 -> 00:54:45] 那么国内要跟吗
[00:54:45 -> 00:54:46] 或者说会跟吗
[00:54:46 -> 00:54:47] 办公Agent回头看
[00:54:47 -> 00:54:49] 是不是一段弯路呢
[00:54:49 -> 00:54:50] 以及我又想起来
[00:54:50 -> 00:54:51] 前几天那个问题
[00:54:51 -> 00:54:53] 你说微信的张晓龙
[00:54:53 -> 00:54:55] 龙哥怎么看
[00:54:55 -> 00:54:56] 现在正在打的这一波
[00:54:56 -> 00:54:57] 所谓办公Agent
[00:54:57 -> 00:54:59] 他的战役
[00:54:59 -> 00:55:00] 如果再考虑到这几天
[00:55:00 -> 00:55:01] 小微灰度测试的功能
[00:55:01 -> 00:55:04] 想不清楚啊
[00:55:04 -> 00:55:07] 回头来看今天的四张
[00:55:07 -> 00:55:10] 模型智能循环界面
[00:55:10 -> 00:55:12] 似乎点在了一起
[00:55:12 -> 00:55:13] 最后
[00:55:13 -> 00:55:15] Own your intelligence
[00:55:15 -> 00:55:16] 好 感谢收听
[00:55:16 -> 00:55:17] 老规矩
[00:55:17 -> 00:55:18] 我的PPT会在show note里
[00:55:18 -> 00:55:20] 再次感谢
