# 转录元数据
# 节目: 得到《长谈》第64期（B站转载，UP主：商业成长）
# 标题: 64｜程乐松×脱不花：活得哲学一点
# 嘉宾: 程乐松（北京大学哲学系主任）/ 主持: 脱不花
# 发布: 2026-09-05 10:00 (B站) / 时长: 2h55m58s (10558s)
# 下载: opencli bilibili download BV1B24667EQH (480p, 342MB)
# 音频: ffmpeg 提取 mono 16kHz 128k mp3, 161MB
# 转录: whisper.cpp ggml-large-v3 Metal --vad (silero v6.2.0), 2026-09-11
# 段数: 4466 / 汉字: 51130 / 语速: 291字/min
# 校验源: B站官方中文字幕(4652条, 52591汉字, 亦为ASR产物仅供交叉校验)
[02:24:12 -> 02:24:13] 哪儿跟哪儿啊
[02:24:13 -> 02:24:17] 但天阳老师在我们这些非常受过哲学训练的人看来
[02:24:17 -> 02:24:21] 他就是一个已经是娓娓道来的啊
[02:24:21 -> 02:24:24] 所以所以其实真的就是不一样对吧
[02:24:24 -> 02:24:28] 但他其实我认为天阳老师好处好在这里
[02:24:28 -> 02:24:29] 他其实没有这种自觉的你知道
[02:24:29 -> 02:24:31] 嗯他觉得他就是在讲常识
[02:24:31 -> 02:24:35] 他就觉得这个就是头头头上狮子鸣百轮啊
[02:24:35 -> 02:24:37] 但是但是其实我心里很清楚
[02:24:37 -> 02:24:39] 他在讲一个非常专业的东西
[02:24:39 -> 02:24:40] 所以我觉得呢
[02:24:40 -> 02:24:42] 你没有这个勇气
[02:24:42 -> 02:24:43] 你没有这个能力
[02:24:43 -> 02:24:44] 这个不是问题
[02:24:44 -> 02:24:46] 而且呢我自己给我自己的定位
[02:24:46 -> 02:24:47] 就是一个打补丁的人
[02:24:47 -> 02:24:49] 如果能把补丁打好
[02:24:49 -> 02:24:52] 就已经是达到我达到我的能力上限
[02:24:52 -> 02:24:54] 可能有人会说你是凡尔赛
[02:24:54 -> 02:24:55] 但是我相信你是真诚的啊
[02:24:55 -> 02:24:58] 因为你不仅在学术上在打这个补丁
[02:24:58 -> 02:25:00] 你实际工作也是啊
[02:25:00 -> 02:25:02] 因为就是在外人看来
[02:25:02 -> 02:25:05] 就北大哲学系系主任绝对是个巨大的光环
[02:25:05 -> 02:25:06] 但是据我所知
[02:25:06 -> 02:25:07] 在你们学术圈内部
[02:25:07 -> 02:25:08] 没有人想当系主任
[02:25:08 -> 02:25:09] 对对吧
[02:25:09 -> 02:25:12] 就我都听过很多什么历史系的朋友啊
[02:25:12 -> 02:25:13] 然后不同的学校的
[02:25:13 -> 02:25:15] 这些这些教授们都讲过的
[02:25:15 -> 02:25:19] 说现在做系主任是一个像那个抓鸠一样
[02:25:19 -> 02:25:24] 对就是就是就是如果你真的是完全认同
[02:25:24 -> 02:25:25] 自己是个职业学者
[02:25:25 -> 02:25:26] 特别是职业人文学者的时候呢
[02:25:26 -> 02:25:29] 实际上你是不太愿意受到外界的干扰
[02:25:29 -> 02:25:32] 而且这种干扰本身对于你而言呢
[02:25:32 -> 02:25:33] 你可以这么说啊
[02:25:33 -> 02:25:34] 我觉得换一个说法
[02:25:34 -> 02:25:37] 就是如果你去承担一些行政工作
[02:25:37 -> 02:25:40] 可能或多或少的在增加你的生命经验
[02:25:40 -> 02:25:41] 或者你对社会的认识
[02:25:41 -> 02:25:43] 真乐观啊
[02:25:43 -> 02:25:45] 那么那么可能就是会有一些帮助
[02:25:45 -> 02:25:45] 对吧
[02:25:45 -> 02:25:47] 这帮助哪怕在间接
[02:25:47 -> 02:25:49] 他也是有帮助的
[02:25:49 -> 02:25:50] 但这个事干就完干完就完了
[02:25:50 -> 02:25:53] 你还不不用长期体验
[02:25:53 -> 02:25:55] 就像就像我我把这个话是换一种说法
[02:25:55 -> 02:25:57] 就是说你本来是一个送快递的
[02:25:57 -> 02:25:58] 你知道吗
[02:25:58 -> 02:26:01] 你也不用你也不用长期去体验
[02:26:01 -> 02:26:02] 当健身教练
[02:26:02 -> 02:26:04] 但你体验当过健身教练
[02:26:04 -> 02:26:06] 你大概知道怎么调动自己的肌肉
[02:26:06 -> 02:26:08] 可能你跑快递的时候没那么累
[02:26:08 -> 02:26:10] 我不知道我能不能说清楚这个意思啊
[02:26:10 -> 02:26:13] 就是说这两个事情实际上在我看来其实是
[02:26:13 -> 02:26:15] 不需要至少不需要长期去做啊
[02:26:15 -> 02:26:18] 这其实在一定程度上是给我带来焦虑的
[02:26:18 -> 02:26:19] 因为你得长期去做对吧
[02:26:19 -> 02:26:20] 也不是长期吧
[02:26:20 -> 02:26:24] 就是说有些时候至少在一个可见的将来
[02:26:24 -> 02:26:27] 或者说一个一个你可以筹划的将来
[02:26:27 -> 02:26:31] 你可能还还还还要去分分一些精力去做这些事
[02:26:31 -> 02:26:34] 因为高校的行政工作现在确实工作量挺大
[02:26:34 -> 02:26:36] 其实没有任何一个行政工作的行政量
[02:26:36 -> 02:26:37] 这个工作量小
[02:26:37 -> 02:26:39] 但是对于其他的工作来说
[02:26:39 -> 02:26:42] 实实话行政工作他本身是成绩的一部分
[02:26:42 -> 02:26:43] 但是对你们学者来说
[02:26:43 -> 02:26:46] 行政工作跟你的成绩毫无关系
[02:26:46 -> 02:26:49] 对对甚至还是个减分项对吧
[02:26:49 -> 02:26:51] 就是你比如说我在公司做总经理
[02:26:51 -> 02:26:53] 我的行政工作占据我很多时间
[02:26:53 -> 02:26:55] 这就是我成绩的一部分啊
[02:26:55 -> 02:26:58] 对吧我我我我能领导更多人
[02:26:58 -> 02:27:01] 然后我今年手里就完成了更多的项目
[02:27:01 -> 02:27:03] 这是我成绩的一部分
[02:27:03 -> 02:27:08] 但是对你们学者来说完全至少不加分
[02:27:08 -> 02:27:09] 实际上是这样子的
[02:27:09 -> 02:27:13] 就是这学者的那一套评价标准
[02:27:13 -> 02:27:15] 其实和你的行政工作没有任何关系
[02:27:15 -> 02:27:18] 但是你又分出了精力去做他的事
[02:27:18 -> 02:27:18] 那这样的话呢
[02:27:18 -> 02:27:25] 实际上是在减低你的那一套标准的评价体系里的那个能力值
[02:27:25 -> 02:27:29] 对因为我前段时间看那个清华金管钱颖一先生
[02:27:29 -> 02:27:31] 钱颖一先生退休嘛
[02:27:31 -> 02:27:33] 然后在他的那个荣修的座谈会上
[02:27:33 -> 02:27:36] 所有人不约而同在纪念的都是一件事
[02:27:36 -> 02:27:41] 就是他从担任院长之后就暂停了自己的学术工作
[02:27:41 -> 02:27:45] 就是很多年黄金时期其实就没有发表没有出说了
[02:27:45 -> 02:27:47] 出所谓的学术成果
[02:27:47 -> 02:27:51] 但是你要换一个视角看为什么钱钱老师是可以的
[02:27:51 -> 02:27:53] 因为他做的是经济嗯
[02:27:53 -> 02:27:58] 就是其实你有一些学科是只要通过日常观察
[02:27:58 -> 02:28:02] 你仍然不可以可以不停止思考的嗯
[02:28:02 -> 02:28:04] 但是呢你比如说做人文的
[02:28:04 -> 02:28:08] 你是需要有一个与日常生活完全隔绝
[02:28:08 -> 02:28:11] 不能说完全隔绝至少是完全疏离的不被打扰
[02:28:11 -> 02:28:13] 稳定运用稳定阅读嗯
[02:28:13 -> 02:28:15] 你比如说在日常生活中间
[02:28:15 -> 02:28:16] 你不可能会观察能观察到汉代的东西吧
[02:28:16 -> 02:28:18] 哈哈哈对不对
[02:28:18 -> 02:28:19] 是这个道理吧嗯
[02:28:19 -> 02:28:20] 就是说你你不读汉书
[02:28:20 -> 02:28:22] 你是不可能去观察到汉代的东西的
[02:28:22 -> 02:28:25] 但是你比如说你做经济和管理的嗯
[02:28:25 -> 02:28:29] 你就观察现实其实你已经可以展开思考对吧
[02:28:29 -> 02:28:31] 这个就完全不一样哎
[02:28:31 -> 02:28:32] 那说到这儿的话
[02:28:32 -> 02:28:35] 我就代表广大的哲学爱好者和读者
[02:28:35 -> 02:28:38] 我给你一个提案呗啊
[02:28:38 -> 02:28:41] 就反正现在你也来不及严肃阅读
[02:28:41 -> 02:28:44] 完成你的那个重大的学术的那个项目
[02:28:44 -> 02:28:47] 你就趁这个时间然后呢写
[02:28:47 -> 02:28:49] 写点大众读物呗
[02:28:49 -> 02:28:51] 我现在我现在做一点大众的
[02:28:51 -> 02:28:53] 我现在最大的问题是在于
[02:28:53 -> 02:28:54] 其实我现在在尝试
[02:28:54 -> 02:28:57] 但是我其实并不知道大众的阅读
[02:28:57 -> 02:28:58] 他的一个边界点在哪里
[02:28:58 -> 02:29:01] 而且需要有一个调试对需要一个彼此有个
[02:29:01 -> 02:29:06] 所以我我想我可能会尝试写个两三本这种
[02:29:06 -> 02:29:09] 我觉得啊至少我自己一厢情愿的觉得嗯
[02:29:09 -> 02:29:11] 是可以大众阅读的书啊
[02:29:11 -> 02:29:14] 那这个我可以尝试一下就是哪些
[02:29:14 -> 02:29:17] 因为我我有一个老师讲讲我
[02:29:17 -> 02:29:20] 他说你写东西是特别会设
[02:29:20 -> 02:29:23] 但是你好像讲讲话还讲的蛮清楚嗯
[02:29:23 -> 02:29:26] 就是说怎么会形成这样的一个呃
[02:29:26 -> 02:29:27] 这样的一个逻辑
[02:29:27 -> 02:29:31] 我觉得很重要的原因是因为讲话的时候啊
[02:29:31 -> 02:29:35] 实际上我是能够去照顾到听者的感觉
[02:29:35 -> 02:29:38] 有对象感对嗯但是写东西的时候呢
[02:29:38 -> 02:29:41] 实际上我想的是就是专业的学者怎么评价
[02:29:41 -> 02:29:46] 所以我不会去担心那种那种会设是是啊
[02:29:46 -> 02:29:47] 但是讲话我
[02:29:47 -> 02:29:49] 不是所以呢
[02:29:49 -> 02:29:53] 我在想我有没有可能把这个讲话的这套的办法
[02:29:53 -> 02:29:54] 用到我的日常生活
[02:29:54 -> 02:29:56] 哎这也是我给你的建议
[02:29:56 -> 02:29:58] 但是我有点碎碎念就是嗯嗯
[02:29:58 -> 02:30:00] 其实我是一个挺画牢的人
[02:30:00 -> 02:30:03] 哈哈哈对就是我觉得我在日常生活里是个满画了
[02:30:03 -> 02:30:07] 对真的就我因为我看好多人对你打的那个标签啊
[02:30:07 -> 02:30:09] 反内耗反内卷
[02:30:09 -> 02:30:10] 然后高冷
[02:30:10 -> 02:30:13] 然后我就心想他根本不是这样的哈哈哈
[02:30:13 -> 02:30:15] 他话又多了
[02:30:15 -> 02:30:16] 他又很内耗
[02:30:16 -> 02:30:17] 很担心别人
[02:30:17 -> 02:30:19] 对自己有看法对对对
[02:30:19 -> 02:30:23] 所以我我我是觉得说群众还是识破了你的伪装
[02:30:23 -> 02:30:25] 其实大家喜欢你还是因为觉得你真实
[02:30:25 -> 02:30:27] 就我觉得我从内心里里面来讲
[02:30:27 -> 02:30:28] 其实这个相对比较脆弱的哎
[02:30:28 -> 02:30:30] 那又不是发了个朋友圈
[02:30:30 -> 02:30:33] 我说这个脆弱是男人最好的医美
[02:30:33 -> 02:30:37] 让我们很多同事就破碎感对对破碎感对吧
[02:30:37 -> 02:30:38] 我后来想说今天你一来
[02:30:38 -> 02:30:40] 然后我下周还要录一期长谈
[02:30:40 -> 02:30:45] 我就马上要集齐中国破碎感赛道前四名
[02:30:45 -> 02:30:47] 哈哈哈四巨头啊
[02:30:47 -> 02:30:51] 陈乐松陈兴甲甲行家祖峰哈哈哈
[02:30:51 -> 02:30:56] 中国中年男性破碎感的前四名啊
[02:30:56 -> 02:30:59] 我觉得我觉得那个陈兴甲不太行
[02:30:59 -> 02:31:01] 他很脆弱是吗
[02:31:01 -> 02:31:04] 他是我见过的最爱哭的男的是吧
[02:31:04 -> 02:31:07] 是一个就是我觉得祖峰可以啊
[02:31:07 -> 02:31:08] 祖峰绝对是很有事啊
[02:31:08 -> 02:31:10] 祖峰绝对是啊哎
[02:31:10 -> 02:31:13] 我看到您在这个毕业之词当中啊
[02:31:13 -> 02:31:15] 就是对学生有个提醒啊
[02:31:15 -> 02:31:16] 叫做生活的根本任务
[02:31:16 -> 02:31:21] 在于找到属于你的适当且愉快的生活方式
[02:31:21 -> 02:31:23] 我觉得你的学生没有机会反问啊
[02:31:23 -> 02:31:25] 我就想问就您现在找到了
[02:31:27 -> 02:31:28] 嗯我觉得有一个形容词
[02:31:28 -> 02:31:30] 我可能没有找到就是快乐
[02:31:30 -> 02:31:35] 嗯呃就是我觉得你肯定找到了适合我的
[02:31:35 -> 02:31:39] 嗯啊呃而且非常稳定嗯这种生活方式啊
[02:31:39 -> 02:31:42] 呃我当时写这句话的时候实际上
[02:31:42 -> 02:31:45] 嗯我认为可能我还是太随意的使用了
[02:31:45 -> 02:31:51] 快乐这个词嗯啊呃我觉得快乐这个词是不能被找到的
[02:31:51 -> 02:31:53] 呃快乐和所有的美好一样都只能被遇见
[02:31:53 -> 02:31:56] 嗯那你不能去你不能search for
[02:31:56 -> 02:31:58] 你只能遇见他啊
[02:31:58 -> 02:32:02] 所以呢我觉得一种平衡和稳定的生活状态我找到了
[02:32:02 -> 02:32:04] 是就是这样的啊
[02:32:04 -> 02:32:06] 其实我现在呃至少呃
[02:32:06 -> 02:32:09] 你从任何一个视角观察我的日常生活仔细观察的话
[02:32:09 -> 02:32:11] 你就会知道都是一地鸡毛
[02:32:11 -> 02:32:14] 但是这一地鸡毛其实就是我的稳定的一地鸡毛
[02:32:14 -> 02:32:16] 哈哈哈就是你要知道你的你的
[02:32:16 -> 02:32:18] 你的日常生活中间看起来再混乱
[02:32:18 -> 02:32:21] 只要你适应了这个混乱的节奏其实也就ok了
[02:32:21 -> 02:32:23] 就这个你倒也不必过于的那个啥
[02:32:23 -> 02:32:25] 就我觉得就是真实的生活嘛
[02:32:25 -> 02:32:28] 对没有没有人任何没有任何一个人
[02:32:28 -> 02:32:30] 真实生活可以非常
[02:32:30 -> 02:32:34] 整齐的对啊非常毫无意外的那个那个过下去
[02:32:34 -> 02:32:37] 不可能对他每天其实都是涌过来的东西吗
[02:32:37 -> 02:32:38] 是是吧
[02:32:38 -> 02:32:41] 所以我觉得呢我自己是找到了稳定的
[02:32:41 -> 02:32:44] 至少我在心里心理意义上是稳定一种稳态
[02:32:44 -> 02:32:45] 对嗯就是我
[02:32:45 -> 02:32:48] 我我你看我我我会有日常的抱怨
[02:32:48 -> 02:32:49] 我会有日常的内耗
[02:32:49 -> 02:32:51] 但这个日常的抱怨和内耗
[02:32:51 -> 02:32:53] 是不至于出现巨大的起伏的
[02:32:53 -> 02:32:55] 就他就是你的一部分
[02:32:55 -> 02:32:59] 哈哈哈对我我我我有一个本科同学就是这样
[02:32:59 -> 02:33:02] 我我大二大二大三之前我都一直觉得哎
[02:33:02 -> 02:33:03] 他为什么怎么怎么这么不高兴
[02:33:03 -> 02:33:05] 嗯后来我才意识到
[02:33:05 -> 02:33:06] 他不高兴是他的常态
[02:33:06 -> 02:33:08] 啊对对对对你知道吗
[02:33:08 -> 02:33:11] 就是说你我们老说哎哀人哀人啊
[02:33:11 -> 02:33:13] 他可能不不爱说话是他的常态
[02:33:13 -> 02:33:16] 嗯就像我们这种这个画牢啊
[02:33:16 -> 02:33:16] 不是对不起我没有
[02:33:16 -> 02:33:18] 没有把你没有没有想把你扫上
[02:33:18 -> 02:33:20] 但是但是我当然我是看下咱俩的都
[02:33:20 -> 02:33:21] 毕竟动画框就知道了
[02:33:21 -> 02:33:24] 俩画牢的就是就是就是像我这种
[02:33:24 -> 02:33:26] 像我这种画牢吧
[02:33:26 -> 02:33:27] 就是你会不觉得那个爱人
[02:33:27 -> 02:33:29] 好像是不是他不太高兴
[02:33:29 -> 02:33:31] 像他不是他可能就是耳朵懒得说
[02:33:31 -> 02:33:34] 而且我本来就没有那么强的表达欲望
[02:33:34 -> 02:33:36] 哎那你觉得你今天的这种稳态
[02:33:36 -> 02:33:38] 是你经过选择了的对吗
[02:33:38 -> 02:33:41] 我认为是反思出来不是不是选择出来
[02:33:41 -> 02:33:42] 啊因为我
[02:33:42 -> 02:33:45] 我觉得我在人生中间没有太多选择
[02:33:45 -> 02:33:46] 但是你还是做了决定吗
[02:33:46 -> 02:33:49] 而且我是个很胆怯的人
[02:33:49 -> 02:33:53] 我要做一种一种完全换赛道的这个选择
[02:33:53 -> 02:33:54] 实际上我是很怕的哎呀
[02:33:54 -> 02:33:56] 不要在这个破碎感赛道上越走越远了
[02:33:56 -> 02:33:59] 不用证明我我给你举个例子
[02:33:59 -> 02:34:00] 我进入大学的时候
[02:34:00 -> 02:34:02] 实际上我是想转转系到法律系的
[02:34:02 -> 02:34:04] 嗯你当时报了法律系对吧
[02:34:04 -> 02:34:06] 对我是的确想的
[02:34:06 -> 02:34:07] 但是呢实际上就是我的
[02:34:07 -> 02:34:09] 但是我的班主任轻飘飘的一句话
[02:34:09 -> 02:34:10] 我就不想我就不想转
[02:34:10 -> 02:34:13] 为啥他说你转过去你就是个外人
[02:34:13 -> 02:34:15] 人家就不带你玩了嗯
[02:34:15 -> 02:34:16] 其实人家也未必啊
[02:34:16 -> 02:34:17] 但是呢
[02:34:17 -> 02:34:17] 其实
[02:34:17 -> 02:34:19] 这一句话就给了我一个
[02:34:19 -> 02:34:21] 其实我自己本来就很犹豫
[02:34:21 -> 02:34:23] 你随便给我一个理由我就不干了嗯
[02:34:23 -> 02:34:25] 所以其实我是一个就是
[02:34:25 -> 02:34:26] 我说的胆怯的意思呢
[02:34:26 -> 02:34:28] 其实有些时候就是
[02:34:28 -> 02:34:30] 你可以说是想的多
[02:34:30 -> 02:34:33] 其实其实你换一个说法就是懒
[02:34:33 -> 02:34:35] 嗯懒不是什么坏的品质
[02:34:36 -> 02:34:37] 啊这真的是这样
[02:34:37 -> 02:34:39] 只要你懒得够自觉
[02:34:39 -> 02:34:40] 其实就没有什么
[02:34:40 -> 02:34:43] 不是什么太坏的对自己的懒有所认知
[02:34:43 -> 02:34:43] 对嗯
[02:34:43 -> 02:34:46] 这个任何一种品质会造成一种错
[02:34:47 -> 02:34:47] 呃
[02:34:47 -> 02:34:49] 对你生活的侵害啊
[02:34:49 -> 02:34:51] 其实都是不自觉
[02:34:51 -> 02:34:52] 你只要自觉的就行
[02:34:52 -> 02:34:54] 你比如说你自律能力不强嗯
[02:34:54 -> 02:34:56] 你只要自觉了其实就 ok
[02:34:56 -> 02:34:58] 我也接纳了对你也接纳嘛对吧
[02:34:58 -> 02:35:01] 所以我觉得是这样的一个问题嗯啊
[02:35:01 -> 02:35:03] 哎我发现你有一个很特殊的东西
[02:35:03 -> 02:35:04] 就是我
[02:35:04 -> 02:35:06] 梳理了你接受过的所有的访谈
[02:35:06 -> 02:35:07] 你有一个很特殊的东西
[02:35:07 -> 02:35:09] 你自己可能没有意识到
[02:35:10 -> 02:35:14] 就我没有学术级的这种比对过啊
[02:35:14 -> 02:35:15] 但是就是至少在我
[02:35:15 -> 02:35:18] 看过的所有的访谈当中嗯
[02:35:18 -> 02:35:19] 在中年男性里面嗯
[02:35:19 -> 02:35:22] 或者不用重点在所有的男性里面嗯
[02:35:22 -> 02:35:23] 你是最爱聊孩子的
[02:35:24 -> 02:35:25] 你们家荣宝
[02:35:25 -> 02:35:28] 几乎出现在你的每一个采访里面
[02:35:29 -> 02:35:31] 就这件事在女性里面常见嗯
[02:35:31 -> 02:35:33] 就妈妈总是忍不住要谈孩子
[02:35:33 -> 02:35:36] 但是男性很少
[02:35:36 -> 02:35:37] 尤其中国的成功男士啊
[02:35:37 -> 02:35:39] 当然就不好意思成功对你
[02:35:39 -> 02:35:41] 儿子对你来说肯定有点讽刺
[02:35:41 -> 02:35:42] 就是你会把他视为这个讽刺
[02:35:42 -> 02:35:44] 不是就是取得一定成就的男士
[02:35:44 -> 02:35:46] 你去看他的那个接受采访的时候
[02:35:46 -> 02:35:48] 他都像从石头缝里蹦出来的
[02:35:48 -> 02:35:49] 我有两个
[02:35:49 -> 02:35:53] 想法哈为什么我特别在意孩子
[02:35:53 -> 02:35:54] 第一个呢
[02:35:54 -> 02:35:57] 是我认为孩子让我学会了很多东西嗯
[02:35:57 -> 02:35:59] 嗯而且我负责任人认为
[02:35:59 -> 02:36:01] 这是我非常诚心的一句话
[02:36:01 -> 02:36:03] 我认为我的孩子是我最大的成就
[02:36:03 -> 02:36:04] 从什么意义上来说
[02:36:04 -> 02:36:05] 从所有意义上哇
[02:36:06 -> 02:36:07] 呃可能他自己没有意识到
[02:36:07 -> 02:36:08] 他对我的重要性
[02:36:08 -> 02:36:10] 当然我也不希望他意思
[02:36:10 -> 02:36:11] 因为他意识到就是
[02:36:12 -> 02:36:14] 就是对他来说是压力啊
[02:36:14 -> 02:36:16] 那么结果没有并不是有什么期待啊
[02:36:16 -> 02:36:17] 而是说他已经给我
[02:36:17 -> 02:36:18] 给我足够多的东西了
[02:36:19 -> 02:36:20] 这第一方面
[02:36:20 -> 02:36:20] 第二方面
[02:36:20 -> 02:36:21] 第二方面就是说
[02:36:21 -> 02:36:23] 我认为我在所谓的事业上
[02:36:23 -> 02:36:25] 没有什么可炫耀的东西嗯
[02:36:25 -> 02:36:28] 我反而认为儿子是一个可炫耀的东西
[02:36:28 -> 02:36:30] 所以我总是会愿意讲我儿子
[02:36:30 -> 02:36:32] 另外一方面的是因为他
[02:36:32 -> 02:36:34] 他使我学会了太多太多东西
[02:36:34 -> 02:36:36] 嗯呃我至少对他
[02:36:37 -> 02:36:39] 我可能是相对于其他人而言
[02:36:39 -> 02:36:43] 就是对于对他我是最有耐心的嗯
[02:36:43 -> 02:36:46] 啊然后呢他的确就是我最大的成就
[02:36:46 -> 02:36:48] 至少他现在看起来
[02:36:49 -> 02:36:50] 比我跟他
[02:36:50 -> 02:36:51] 同龄的时候
[02:36:51 -> 02:36:53] 那优秀太多太多了
[02:36:53 -> 02:36:55] 当然是因为他的外部环境
[02:36:55 -> 02:36:56] 可能也有点变化对吧
[02:36:56 -> 02:36:59] 那但是呢他整个的阅读品味
[02:36:59 -> 02:37:02] 他对于世界的理解力
[02:37:02 -> 02:37:03] 以及他的学业表现
[02:37:03 -> 02:37:05] 那都比我
[02:37:05 -> 02:37:06] 你跟他这么大的时候
[02:37:06 -> 02:37:09] 那强太多了初中生是不是啊
[02:37:09 -> 02:37:12] 他身高也比我那时候高很多了
[02:37:12 -> 02:37:14] 是你这不像是一个父亲看自己儿子
[02:37:14 -> 02:37:17] 你特别像是在一个雄敬的世界里面
[02:37:17 -> 02:37:19] 拜下真来的第二只狮子
[02:37:19 -> 02:37:23] 哈哈哈我我我我很希望
[02:37:23 -> 02:37:26] 我很希望在那个呃生命的意义上
[02:37:26 -> 02:37:28] 我尽快被他淘汰嗯
[02:37:28 -> 02:37:31] 就是就是他能他能活的比我更
[02:37:31 -> 02:37:32] 比比我更自在
[02:37:32 -> 02:37:33] 比我更好一些
[02:37:33 -> 02:37:35] 而且更比我更自如一些
[02:37:35 -> 02:37:37] 因为我会认为他的每一个进步
[02:37:37 -> 02:37:38] 都是我的成就嗯
[02:37:38 -> 02:37:41] 呃这个可能是特别典型的中国
[02:37:41 -> 02:37:42] 中中国人的思考方式
[02:37:42 -> 02:37:45] 对啊呃孙向成老师
[02:37:45 -> 02:37:48] 复旦大学的一个非常好的一个哲学教授
[02:37:48 -> 02:37:49] 他说中国人不是像是中国人的思考方式
[02:37:49 -> 02:37:50] 不是像史存在的
[02:37:50 -> 02:37:52] 而是像下一代存在肝脏人体吗
[02:37:52 -> 02:37:53] 不是肝脏人体
[02:37:53 -> 02:37:56] 而是我们是呃我们是
[02:37:56 -> 02:37:59] 我们是认为我们生命是以下一代的方式
[02:37:59 -> 02:38:01] 正在有效的延续的啊
[02:38:01 -> 02:38:03] 这不是肝脏人体啊
[02:38:03 -> 02:38:06] 我我肯定没有耐心去给我学生当人体
[02:38:06 -> 02:38:10] 但是我有耐心去去去观察他的成长啊
[02:38:10 -> 02:38:11] 所以呃我这样讲的时候
[02:38:11 -> 02:38:14] 其实我还真不是说嗯刻意
[02:38:14 -> 02:38:17] 我是真的认为我儿子是我最大的成就
[02:38:17 -> 02:38:19] 我在这我自己认为我自己
[02:38:19 -> 02:38:22] 在学术上和在专业上的成就
[02:38:22 -> 02:38:24] 总体来说哈至少到现在为止
[02:38:24 -> 02:38:28] 我认为都是不值一提的嗯
[02:38:28 -> 02:38:30] 而且我也让我的学生不要读我的东西
[02:38:30 -> 02:38:33] 如果有有限的时间应该读更好的东西
[02:38:33 -> 02:38:35] 对他们可能是一个更大的帮助
[02:38:35 -> 02:38:37] 你今天说的就很不慈悲
[02:38:37 -> 02:38:39] 你就会搞得你的学生无所适从
[02:38:39 -> 02:38:41] 就是老师说这话到底是真的还是假的
[02:38:41 -> 02:38:43] 我说的是很真诚的
[02:38:43 -> 02:38:45] 而且呢而且呢我始终跟我的学生讲
[02:38:45 -> 02:38:48] 就是学我整身向我者是嗯嗯
[02:38:48 -> 02:38:50] 这倒是真千万不要重复我的东西啊
[02:38:50 -> 02:38:54] 是而且一定要敢于批判我的想法啊
[02:38:54 -> 02:38:55] 而且你给我采取不同的方法
[02:38:55 -> 02:38:57] 我更改更更高兴啊
[02:38:57 -> 02:38:58] 只是有些时候
[02:38:58 -> 02:39:01] 可能是因为你已经经过那个阶段了
[02:39:01 -> 02:39:04] 所以你们对他的要求就太高了啊
[02:39:04 -> 02:39:09] 这个我觉得我所以我努力的想设立一个
[02:39:09 -> 02:39:10] 自己的自我欺骗的目标
[02:39:10 -> 02:39:12] 就是我当一个好爸爸嗯啊
[02:39:12 -> 02:39:14] 但实际上我觉得我儿子也不是特别满意
[02:39:14 -> 02:39:17] 这件事啊对你不是你就你儿子你们他
[02:39:17 -> 02:39:18] 但他还是永远不会满意的啊
[02:39:18 -> 02:39:20] 尤其在青春期的阶段没有一个儿子会
[02:39:20 -> 02:39:22] 对父亲满意的
[02:39:22 -> 02:39:26] 他的青春期的主要标志就是对父亲不满意啊
[02:39:26 -> 02:39:28] 但是你俩关系其实不错
[02:39:28 -> 02:39:29] 他已经很克制了对对对
[02:39:29 -> 02:39:31] 我知道你俩关系是很亲密的
[02:39:31 -> 02:39:35] 而且我觉得你对这个荣宝所寄托的嗯
[02:39:35 -> 02:39:39] 这种感情是不是因为就荣宝身上有
[02:39:39 -> 02:39:42] 你没有的那种一点都不内好
[02:39:42 -> 02:39:45] 心特别大特别潇洒的人生态度
[02:39:45 -> 02:39:46] 其实他是表现的那样
[02:39:46 -> 02:39:48] 嗯他其实蛮内好啊
[02:39:48 -> 02:39:50] 性格上也是比较比较比较像我的
[02:39:50 -> 02:39:51] 嗯他其实是很会
[02:39:51 -> 02:39:55] 很会观察他对于他对于一个
[02:39:55 -> 02:39:57] 他对于周边的人的情绪变化极其敏感
[02:39:57 -> 02:39:59] 那也不代表他内好啊
[02:39:59 -> 02:40:00] 他只是关心别人而已
[02:40:00 -> 02:40:02] 嗯那某种程度上来说
[02:40:02 -> 02:40:05] 你这种敏感度其实就是会造成内好的
[02:40:05 -> 02:40:09] 如果你过着一种出门不看天色
[02:40:09 -> 02:40:10] 进门不看脸色的人
[02:40:10 -> 02:40:13] 你其实内好的程度就低很多
[02:40:13 -> 02:40:15] 你知道因为别人对你
[02:40:15 -> 02:40:17] 别人的情绪变化对你的影响
[02:40:17 -> 02:40:18] 是不那么直接
[02:40:18 -> 02:40:21] 你就会知道你就不内好
[02:40:21 -> 02:40:22] 所以我觉得
[02:40:22 -> 02:40:24] 额荣宝在一定程度上来说
[02:40:24 -> 02:40:26] 就是至少我们家那个孩子的话
[02:40:26 -> 02:40:29] 我觉得至少他在现在为止
[02:40:29 -> 02:40:34] 呃还算是一个呃比较快乐的小朋友
[02:40:34 -> 02:40:35] 真棒
[02:40:35 -> 02:40:38] 嗯这个虽然也是不常来嘛
[02:40:38 -> 02:40:40] 啊但是他能够过着那种
[02:40:40 -> 02:40:42] 只要不挨骂就是晴天的日子
[02:40:42 -> 02:40:43] 这很棒啊
[02:40:43 -> 02:40:45] 所以刚才你在说
